year,state_name,state_code,district_name,district_code,block_name,block_code,num_joint_acc_of_women,num_total_acc_of_women,num_women_beneficiary_worker_with_acc,num_women_beneficiary_active_worker_with_acc
2019-2020,Himachal Pradesh,2,Bilaspur,15,Jhandutta,136,1310,14010,16054,9514
2019-2020,Himachal Pradesh,2,Bilaspur,15,Shri Naina Devi Ji At Swarghat,7089,235,8109,8818,6283
2019-2020,Himachal Pradesh,2,Chamba,16,Bharmour,139,501,7164,8287,6893
2019-2020,Himachal Pradesh,2,Chamba,16,Bhattiyat,138,667,9917,14393,11357
2019-2020,Himachal Pradesh,2,Chamba,16,Chamba,140,1078,13847,16075,12279
2019-2020,Himachal Pradesh,2,Chamba,16,Mehla,141,860,21176,22674,18706
2019-2020,Himachal Pradesh,2,Chamba,16,Pangi,142,581,4819,5104,4542
2019-2020,Himachal Pradesh,2,Chamba,16,Salooni,143,1023,18599,20595,17593
2019-2020,Himachal Pradesh,2,Chamba,16,Tissa,144,1696,19511,22952,20984
2019-2020,Himachal Pradesh,2,Hamirpur,17,Bamson,145,2127,16041,19461,14847
2019-2020,Himachal Pradesh,2,Hamirpur,17,Bhoranj,146,928,11818,15009,11050
2019-2020,Himachal Pradesh,2,Hamirpur,17,Bijhri,147,1122,12743,16666,11178
2019-2020,Himachal Pradesh,2,Hamirpur,17,Hamirpur,148,766,6841,8010,4767
2019-2020,Himachal Pradesh,2,Hamirpur,17,Nadaun,149,1202,12068,16746,11266
2019-2020,Himachal Pradesh,2,Hamirpur,17,Tihra Sujanpur,150,722,5649,8155,6137
2019-2020,Himachal Pradesh,2,Kangra,18,Baijnath,151,838,13940,15275,10415
2019-2020,Himachal Pradesh,2,Kangra,18,Bhawarna,152,754,10297,11612,7511
2019-2020,Himachal Pradesh,2,Kangra,18,Dehra Gopipur,153,1297,13457,15435,9757
2019-2020,Himachal Pradesh,2,Kangra,18,Dharamshala,6504,833,6919,8124,5703
2019-2020,Himachal Pradesh,2,Kangra,18,Fatehpur,154,4270,15076,15252,9508
2019-2020,Himachal Pradesh,2,Kangra,18,Indora,155,1396,9013,9437,5389
2019-2020,Himachal Pradesh,2,Kangra,18,Kangra,156,1576,14117,15924,12045
2019-2020,Himachal Pradesh,2,Kangra,18,Lambagraon,157,920,8763,9017,6051
2019-2020,Himachal Pradesh,2,Kangra,18,Nagrota Bagwan,158,1806,13825,15524,12427
2019-2020,Himachal Pradesh,2,Kangra,18,Nagrota Surian,159,1858,8884,9651,5901
2019-2020,Himachal Pradesh,2,Kangra,18,Nurpur,160,2025,9856,10294,5867
2019-2020,Himachal Pradesh,2,Kangra,18,Panchrukhi,161,1163,9361,9863,6490
2019-2020,Himachal Pradesh,2,Kangra,18,Pragpur,162,1742,14996,16150,11126
2019-2020,Himachal Pradesh,2,Kangra,18,Rait,163,2934,16010,16214,10074
2019-2020,Himachal Pradesh,2,Kangra,18,Sulah,164,477,11247,12819,9213
2019-2020,Himachal Pradesh,2,Kinnaur,19,Kalpa,165,80,5451,5722,4728
2019-2020,Himachal Pradesh,2,Kinnaur,19,Nichar,166,229,6494,6202,5336
2019-2020,Himachal Pradesh,2,Kinnaur,19,Pooh,167,118,4727,4551,3691
2019-2020,Himachal Pradesh,2,Kullu,20,Anni,168,435,14589,15696,14618
2019-2020,Himachal Pradesh,2,Kullu,20,Banjar,169,726,14348,16345,14279
2019-2020,Himachal Pradesh,2,Kullu,20,Kullu,170,1234,26494,25066,13852
2019-2020,Himachal Pradesh,2,Kullu,20,Nagar,171,123,12827,15384,9540
2019-2020,Himachal Pradesh,2,Kullu,20,Nirmand,172,199,13176,14096,12864
2019-2020,Himachal Pradesh,2,Lahul And Spiti,21,Lahaul,173,363,4387,3861,3171
2019-2020,Himachal Pradesh,2,Lahul And Spiti,21,Spiti,174,186,2458,2152,935
2019-2020,Himachal Pradesh,2,Mandi,22,Balh,175,760,19661,25467,20154
2019-2020,Himachal Pradesh,2,Mandi,22,Bali Chowki,7349,303,18988,20264,17347
2019-2020,Himachal Pradesh,2,Mandi,22,Chauntra,177,1176,15909,16932,12775
2019-2020,Himachal Pradesh,2,Mandi,22,Dharampur,178,858,19911,23072,20390
2019-2020,Himachal Pradesh,2,Mandi,22,Drang,179,1580,18497,20405,15729
2019-2020,Himachal Pradesh,2,Mandi,22,Gohar,176,1689,19577,21904,19552
2019-2020,Himachal Pradesh,2,Mandi,22,Gopalpur,180,808,20783,23577,17833
2019-2020,Himachal Pradesh,2,Mandi,22,Karsog,181,1062,26459,26886,20579
2019-2020,Himachal Pradesh,2,Mandi,22,Mandi Sadar,182,1148,23952,26082,19928
2019-2020,Himachal Pradesh,2,Mandi,22,Seraj,183,910,15848,15982,14125
2019-2020,Himachal Pradesh,2,Mandi,22,Sundernagar,184,714,23672,27369,22129
2019-2020,Himachal Pradesh,2,Shimla,23,Basantpur,185,343,8538,10042,7861
2019-2020,Himachal Pradesh,2,Shimla,23,Chauhara,186,597,10396,10448,8570
2019-2020,Himachal Pradesh,2,Shimla,23,Chopal,187,575,10448,13255,10689
2019-2020,Himachal Pradesh,2,Shimla,23,Jubbal Kotkhai,188,309,6951,11410,9449
2019-2020,Himachal Pradesh,2,Shimla,23,Kupvi,7348,243,3280,3720,3061
2019-2020,Himachal Pradesh,2,Shimla,23,Mashobra,189,344,11038,13255,9493
2019-2020,Himachal Pradesh,2,Shimla,23,Nankhari,6538,937,5926,6780,5530
2019-2020,Himachal Pradesh,2,Shimla,23,Narkanda,190,128,5566,7164,5303
2019-2020,Himachal Pradesh,2,Shimla,23,Rampur,191,283,12845,14299,11769
2019-2020,Himachal Pradesh,2,Shimla,23,Rohru,192,878,8900,10485,8682
2019-2020,Himachal Pradesh,2,Shimla,23,Theog,193,873,15134,18535,15091
2019-2020,Himachal Pradesh,2,Shimla,23,Totu,7481,0,0,1052,860
2019-2020,Himachal Pradesh,2,Sirmaur,24,Nahan,194,349,8207,9632,6537
2019-2020,Himachal Pradesh,2,Sirmaur,24,Pachhad,195,983,8228,8951,6708
2019-2020,Himachal Pradesh,2,Sirmaur,24,Paonta Sahib,196,707,9387,12908,7878
2019-2020,Himachal Pradesh,2,Sirmaur,24,Rajgarh,197,893,7381,8469,7215
2019-2020,Himachal Pradesh,2,Sirmaur,24,Sangrah,198,333,8501,9919,7276
2019-2020,Himachal Pradesh,2,Sirmaur,24,Shilai,199,391,8143,7031,4605
2019-2020,Himachal Pradesh,2,Solan,25,Dharampur,200,813,8529,10834,7116
2019-2020,Himachal Pradesh,2,Solan,25,Kandaghat,201,851,6651,6529,3990
2019-2020,Himachal Pradesh,2,Solan,25,Kunihar,202,755,9613,12203,7765
2019-2020,Himachal Pradesh,2,Solan,25,Nalagarh,203,810,11398,15388,8841
2019-2020,Himachal Pradesh,2,Solan,25,Solan,204,718,8392,9646,5611
2019-2020,Himachal Pradesh,2,Una,26,Amb,205,546,7931,9421,5541
2019-2020,Himachal Pradesh,2,Una,26,Bangana,206,1611,12456,14198,9730
2019-2020,Himachal Pradesh,2,Una,26,Gagret,207,550,6097,7126,3857
2019-2020,Himachal Pradesh,2,Una,26,Haroli,208,265,7939,9925,7405
2019-2020,Himachal Pradesh,2,Una,26,Una,209,275,6241,7638,4901
2019-2020,Jammu And Kashmir,1,Anantnag,1,Achabal,1,22,4326,4533,3013
2019-2020,Jammu And Kashmir,1,Anantnag,1,Anantnag,6861,20,3397,2894,1915
2019-2020,Jammu And Kashmir,1,Anantnag,1,Bijibehara,7020,11,7056,5849,3912
2019-2020,Jammu And Kashmir,1,Anantnag,1,Breng,2,146,9064,8777,6312
2019-2020,Jammu And Kashmir,1,Anantnag,1,Chattergul,7021,240,5469,4745,3844
2019-2020,Jammu And Kashmir,1,Anantnag,1,Dachnipora,3,205,7386,6330,3549
2019-2020,Jammu And Kashmir,1,Anantnag,1,Hiller Shahabad,7022,37,3507,3531,2249
2019-2020,Jammu And Kashmir,1,Anantnag,1,Khoveripora,6,338,13941,8277,5647
2019-2020,Jammu And Kashmir,1,Anantnag,1,Larnoo,7035,84,7524,6580,4979
2019-2020,Jammu And Kashmir,1,Anantnag,1,Phalgam,7034,100,8552,6704,4453
2019-2020,Jammu And Kashmir,1,Anantnag,1,Qazigund Partly,6712,6,2688,2167,1327
2019-2020,Jammu And Kashmir,1,Anantnag,1,Sagam,7036,57,5068,4143,3237
2019-2020,Jammu And Kashmir,1,Anantnag,1,Shahabad,11,25,4130,4394,3322
2019-2020,Jammu And Kashmir,1,Anantnag,1,Shangus,12,146,4923,4769,3323
2019-2020,Jammu And Kashmir,1,Anantnag,1,Verinag,7033,41,4686,4933,3423
2019-2020,Jammu And Kashmir,1,Anantnag,1,Vessu,7032,150,3693,3067,1826
2019-2020,Jammu And Kashmir,1,Budgam,2,B.K.Pora,13,12,682,806,344
2019-2020,Jammu And Kashmir,1,Budgam,2,Badgam,14,31,708,1640,1310
2019-2020,Jammu And Kashmir,1,Budgam,2,Beerwah,15,8,524,987,789
2019-2020,Jammu And Kashmir,1,Budgam,2,Chadoora,16,13,491,382,162
2019-2020,Jammu And Kashmir,1,Budgam,2,Charisharief,6919,0,155,221,163
2019-2020,Jammu And Kashmir,1,Budgam,2,Khag,17,2,1326,1796,1336
2019-2020,Jammu And Kashmir,1,Budgam,2,Khan-Sahib,18,49,1940,2391,1662
2019-2020,Jammu And Kashmir,1,Budgam,2,Nagam,19,2,418,526,281
2019-2020,Jammu And Kashmir,1,Budgam,2,Narbal,20,1,282,343,170
2019-2020,Jammu And Kashmir,1,Budgam,2,Pakherpora,6918,0,304,495,381
2019-2020,Jammu And Kashmir,1,Budgam,2,Parnewa,6915,25,690,1201,923
2019-2020,Jammu And Kashmir,1,Budgam,2,Rathsun,6922,1,445,632,417
2019-2020,Jammu And Kashmir,1,Budgam,2,S.K. Pora,6923,8,621,696,443
2019-2020,Jammu And Kashmir,1,Budgam,2,Soibugh,6921,8,564,792,566
2019-2020,Jammu And Kashmir,1,Budgam,2,Sukhnag (Hard Panzoo),6916,6,1057,1225,934
2019-2020,Jammu And Kashmir,1,Budgam,2,Surasyar,6920,12,723,1048,646
2019-2020,Jammu And Kashmir,1,Budgam,2,Waterhail,6917,3,366,668,601
2019-2020,Jammu And Kashmir,1,Bandipora,623,Aloosa,6908,28,1959,2970,2460
2019-2020,Jammu And Kashmir,1,Bandipora,623,Arin,6910,15,1273,1430,1114
2019-2020,Jammu And Kashmir,1,Bandipora,623,Baktoor,6914,0,220,95,63
2019-2020,Jammu And Kashmir,1,Bandipora,623,Bandipore,21,9,2064,2556,1841
2019-2020,Jammu And Kashmir,1,Bandipora,623,Banokoot,6909,7,1070,1727,1331
2019-2020,Jammu And Kashmir,1,Bandipora,623,Ganastan,6912,9,725,642,461
2019-2020,Jammu And Kashmir,1,Bandipora,623,Gurez,24,20,664,624,372
2019-2020,Jammu And Kashmir,1,Bandipora,623,Hajin,25,30,1943,2191,1328
2019-2020,Jammu And Kashmir,1,Bandipora,623,Naidkhai,6911,4,818,1103,810
2019-2020,Jammu And Kashmir,1,Bandipora,623,Nowgam,6913,13,1164,1203,979
2019-2020,Jammu And Kashmir,1,Bandipora,623,Sumbal,32,10,994,987,724
2019-2020,Jammu And Kashmir,1,Bandipora,623,Tulial,6545,14,627,919,737
2019-2020,Jammu And Kashmir,1,Baramulla,3,Baramulla,22,3,502,685,504
2019-2020,Jammu And Kashmir,1,Baramulla,3,Bijhama,7006,1,570,623,383
2019-2020,Jammu And Kashmir,1,Baramulla,3,Boniyar,23,2,1225,969,506
2019-2020,Jammu And Kashmir,1,Baramulla,3,Chandil Wanigam,7007,8,918,1058,785
2019-2020,Jammu And Kashmir,1,Baramulla,3,Hardaboora,7008,4,619,737,400
2019-2020,Jammu And Kashmir,1,Baramulla,3,Kangroosa,7009,5,826,912,467
2019-2020,Jammu And Kashmir,1,Baramulla,3,Khaipora,7010,10,751,624,332
2019-2020,Jammu And Kashmir,1,Baramulla,3,Khore Sherabad,7017,1,939,969,545
2019-2020,Jammu And Kashmir,1,Baramulla,3,Kunzer,26,2,489,611,381
2019-2020,Jammu And Kashmir,1,Baramulla,3,Lalpora,7011,3,538,606,350
2019-2020,Jammu And Kashmir,1,Baramulla,3,Nadihal,7012,7,723,663,308
2019-2020,Jammu And Kashmir,1,Baramulla,3,Narwav,7013,0,428,585,374
2019-2020,Jammu And Kashmir,1,Baramulla,3,Noorkhah,7014,2,642,817,559
2019-2020,Jammu And Kashmir,1,Baramulla,3,Parenpillan,7015,27,3439,2735,1492
2019-2020,Jammu And Kashmir,1,Baramulla,3,Pattan,27,2,1144,1437,905
2019-2020,Jammu And Kashmir,1,Baramulla,3,Rafiabad,28,9,1554,1647,652
2019-2020,Jammu And Kashmir,1,Baramulla,3,Rohama,29,9,1123,1406,924
2019-2020,Jammu And Kashmir,1,Baramulla,3,Sangrama,7016,5,410,404,215
2019-2020,Jammu And Kashmir,1,Baramulla,3,Singhpora,30,21,2393,2536,1951
2019-2020,Jammu And Kashmir,1,Baramulla,3,Sopore,31,4,653,699,323
2019-2020,Jammu And Kashmir,1,Baramulla,3,Tangmarg,33,4,1587,1803,1064
2019-2020,Jammu And Kashmir,1,Baramulla,3,Tujjar Sharief,7018,4,1294,1509,1015
2019-2020,Jammu And Kashmir,1,Baramulla,3,Uri,34,13,1422,1475,920
2019-2020,Jammu And Kashmir,1,Baramulla,3,Wagoora,35,21,1850,1796,1116
2019-2020,Jammu And Kashmir,1,Baramulla,3,Wailoo,7019,4,472,582,404
2019-2020,Jammu And Kashmir,1,Baramulla,3,Zaingeer,36,23,1185,1329,725
2019-2020,Jammu And Kashmir,1,Doda,4,Assar,37,42,4019,4667,4356
2019-2020,Jammu And Kashmir,1,Doda,4,Bhaderwah,39,62,5178,5408,5173
2019-2020,Jammu And Kashmir,1,Doda,4,Bhagwah,40,44,5124,5784,5524
2019-2020,Jammu And Kashmir,1,Doda,4,Bhalessa(Gandoh),41,23,4796,4468,4336
2019-2020,Jammu And Kashmir,1,Doda,4,Bhalla,6987,34,3459,4051,3804
2019-2020,Jammu And Kashmir,1,Doda,4,Changa,6989,146,6505,6327,5935
2019-2020,Jammu And Kashmir,1,Doda,4,Chilli Pingal,6991,38,2381,2532,2450
2019-2020,Jammu And Kashmir,1,Doda,4,Chiralla,6985,28,2077,2443,2357
2019-2020,Jammu And Kashmir,1,Doda,4,Dali Udhayanpur,6988,98,3234,4029,3909
2019-2020,Jammu And Kashmir,1,Doda,4,Doda,43,142,5453,5020,4676
2019-2020,Jammu And Kashmir,1,Doda,4,Gundana,45,139,6853,6394,5944
2019-2020,Jammu And Kashmir,1,Doda,4,Jakyas,6990,122,4299,3593,3456
2019-2020,Jammu And Kashmir,1,Doda,4,Kahra,6986,147,5997,5921,5830
2019-2020,Jammu And Kashmir,1,Doda,4,Kastigarh,6983,22,3962,4621,4491
2019-2020,Jammu And Kashmir,1,Doda,4,Khalleni,6984,4,1603,1738,1534
2019-2020,Jammu And Kashmir,1,Doda,4,Marmat,48,19,3423,3292,3198
2019-2020,Jammu And Kashmir,1,Doda,4,Thathri,54,78,2384,2728,2519
2019-2020,Jammu And Kashmir,1,Ganderbal,626,Ganderbal,119,0,1674,2025,1188
2019-2020,Jammu And Kashmir,1,Ganderbal,626,Gund,6887,13,2707,3464,2939
2019-2020,Jammu And Kashmir,1,Ganderbal,626,Kangan,120,47,6539,7698,6182
2019-2020,Jammu And Kashmir,1,Ganderbal,626,Lar,121,8,3738,3518,2265
2019-2020,Jammu And Kashmir,1,Ganderbal,626,Safapora,6886,0,364,647,545
2019-2020,Jammu And Kashmir,1,Ganderbal,626,Sherpathri,6885,0,817,906,455
2019-2020,Jammu And Kashmir,1,Ganderbal,626,Wakura,6546,1,705,780,456
2019-2020,Jammu And Kashmir,1,Jammu,5,Akhnoor,56,48,1742,1833,584
2019-2020,Jammu And Kashmir,1,Jammu,5,Arnia,6862,4,348,477,288
2019-2020,Jammu And Kashmir,1,Jammu,5,Bhalwal,57,5,1539,1358,693
2019-2020,Jammu And Kashmir,1,Jammu,5,Bhalwal Brahmana,6863,22,1662,1938,1037
2019-2020,Jammu And Kashmir,1,Jammu,5,Bishnah,58,1,859,992,428
2019-2020,Jammu And Kashmir,1,Jammu,5,Chowki Choura,6865,22,703,787,372
2019-2020,Jammu And Kashmir,1,Jammu,5,Dansal,59,44,1990,1914,1172
2019-2020,Jammu And Kashmir,1,Jammu,5,Kharah Balli,6979,1,457,453,266
2019-2020,Jammu And Kashmir,1,Jammu,5,Khour,60,0,475,1257,813
2019-2020,Jammu And Kashmir,1,Jammu,5,Maira Mandrian,6864,61,1789,2259,1740
2019-2020,Jammu And Kashmir,1,Jammu,5,Mandal Phallain,6868,2,614,653,215
2019-2020,Jammu And Kashmir,1,Jammu,5,Marh,61,3,757,787,474
2019-2020,Jammu And Kashmir,1,Jammu,5,Mathwar,6981,11,1752,1589,1173
2019-2020,Jammu And Kashmir,1,Jammu,5,Miran Sahib,7037,25,471,544,218
2019-2020,Jammu And Kashmir,1,Jammu,5,Nagrota,6867,16,1944,1622,617
2019-2020,Jammu And Kashmir,1,Jammu,5,Pargwal,6980,15,735,565,305
2019-2020,Jammu And Kashmir,1,Jammu,5,R.S. Pura,63,2,169,259,142
2019-2020,Jammu And Kashmir,1,Jammu,5,Samwan,6866,0,167,397,291
2019-2020,Jammu And Kashmir,1,Jammu,5,Satwari,65,6,1501,1211,306
2019-2020,Jammu And Kashmir,1,Jammu,5,Suchetgarh,6982,2,110,337,169
2019-2020,Jammu And Kashmir,37,Kargil,6,Barsoo,7042,0,478,576,434
2019-2020,Ladakh,37,Kargil,6,Bhimbat Drass,67,60,4328,4539,3767
2019-2020,Ladakh,37,Kargil,6,Drass,67,60,4328,4539,3767
2019-2020,Ladakh,37,Kargil,6,Gm Pore/Trespone,6540,16,1580,1628,1270
2019-2020,Ladakh,37,Kargil,6,Kargil,68,159,3844,3678,2911
2019-2020,Jammu And Kashmir,37,Kargil,6,Karsha,7043,57,1629,1570,1357
2019-2020,Jammu And Kashmir,37,Kargil,6,Lotsum,7041,22,559,549,465
2019-2020,Ladakh,37,Kargil,6,Lungnak,6541,94,670,493,418
2019-2020,Jammu And Kashmir,37,Kargil,6,Pashkum,7040,6,735,776,641
2019-2020,Ladakh,37,Kargil,6,Sankoo,69,2,1925,2184,1490
2019-2020,Ladakh,37,Kargil,6,Shaker-Chiktan,70,173,2718,2511,2144
2019-2020,Ladakh,37,Kargil,6,Shargole,71,10,1418,1340,1243
2019-2020,Jammu And Kashmir,37,Kargil,6,Sodh,7038,72,3312,3026,2640
2019-2020,Ladakh,37,Kargil,6,Taisuru,72,34,2495,2470,2068
2019-2020,Ladakh,37,Kargil,6,Zanskar,73,86,2027,1842,1695
2019-2020,Jammu And Kashmir,1,Kathua,7,Baggan,6969,19,1191,1011,770
2019-2020,Jammu And Kashmir,1,Kathua,7,Bani,74,24,2788,3413,3042
2019-2020,Jammu And Kashmir,1,Kathua,7,Barnoti,75,20,2398,3417,2620
2019-2020,Jammu And Kashmir,1,Kathua,7,Basohli,76,21,1068,1086,670
2019-2020,Jammu And Kashmir,1,Kathua,7,Bhoond,6970,84,1338,1077,791
2019-2020,Jammu And Kashmir,1,Kathua,7,Billawar,77,3,523,491,370
2019-2020,Jammu And Kashmir,1,Kathua,7,Dhar Mahanpur,6972,22,735,706,471
2019-2020,Jammu And Kashmir,1,Kathua,7,Dinga Amb,6977,52,1731,1439,859
2019-2020,Jammu And Kashmir,1,Kathua,7,Duggain,6968,0,278,345,248
2019-2020,Jammu And Kashmir,1,Kathua,7,Duggan,78,47,1530,1694,1272
2019-2020,Jammu And Kashmir,1,Kathua,7,Hiranagar,80,23,1975,2217,1323
2019-2020,Jammu And Kashmir,1,Kathua,7,Kathua,81,26,1240,1322,704
2019-2020,Jammu And Kashmir,1,Kathua,7,Keerian Gangyal,6975,9,591,732,499
2019-2020,Jammu And Kashmir,1,Kathua,7,Lohai-Malhar,82,20,1248,1289,1051
2019-2020,Jammu And Kashmir,1,Kathua,7,Mahanpur,6971,1,587,964,739
2019-2020,Jammu And Kashmir,1,Kathua,7,Mandli,6973,2,514,592,441
2019-2020,Jammu And Kashmir,1,Kathua,7,Marheen,6978,11,1083,1643,1120
2019-2020,Jammu And Kashmir,1,Kathua,7,Nagri,6976,10,664,710,342
2019-2020,Jammu And Kashmir,1,Kathua,7,Nagrota Gujroo,6974,1,313,499,388
2019-2020,Jammu And Kashmir,1,Kishtwar,620,Bunjwah,6904,158,3446,2508,1702
2019-2020,Jammu And Kashmir,1,Kishtwar,620,Dachan,42,119,3125,2876,2574
2019-2020,Jammu And Kashmir,1,Kishtwar,620,Drabshalla,44,161,4555,4006,3222
2019-2020,Jammu And Kashmir,1,Kishtwar,620,Inderwal,46,57,2990,3118,2668
2019-2020,Jammu And Kashmir,1,Kishtwar,620,Kishtwar,47,51,3406,2443,2064
2019-2020,Jammu And Kashmir,1,Kishtwar,620,Marwah,49,25,1983,1415,1317
2019-2020,Jammu And Kashmir,1,Kishtwar,620,Mughal Maidan,6905,80,4358,3795,3286
2019-2020,Jammu And Kashmir,1,Kishtwar,620,Nagsani,50,46,3699,4126,3400
2019-2020,Jammu And Kashmir,1,Kishtwar,620,Padder,51,170,5462,5321,4746
2019-2020,Jammu And Kashmir,1,Kishtwar,620,Palmar,6901,24,1463,1414,1305
2019-2020,Jammu And Kashmir,1,Kishtwar,620,Thakrai,6903,44,1791,1638,1450
2019-2020,Jammu And Kashmir,1,Kishtwar,620,Trigam,6902,8,1041,1157,1040
2019-2020,Jammu And Kashmir,1,Kishtwar,620,Warwan,55,2,680,507,417
2019-2020,Jammu And Kashmir,1,Kulgam,622,Behibagh,6893,1,2552,2771,1711
2019-2020,Jammu And Kashmir,1,Kulgam,622,D.H.Pora,5,92,6080,5516,3634
2019-2020,Jammu And Kashmir,1,Kulgam,622,D.K.Marg,6894,22,3381,3426,2671
2019-2020,Jammu And Kashmir,1,Kulgam,622,Devsar,4,45,6647,5918,4199
2019-2020,Jammu And Kashmir,1,Kulgam,622,Frisal,6891,9,1599,1646,1224
2019-2020,Jammu And Kashmir,1,Kulgam,622,Kulgam,7,36,6126,5447,3366
2019-2020,Jammu And Kashmir,1,Kulgam,622,Kund,6889,34,3223,3213,2572
2019-2020,Jammu And Kashmir,1,Kulgam,622,Menzgam,6890,32,3500,3673,2647
2019-2020,Jammu And Kashmir,1,Kulgam,622,Pahloo,8,87,5197,4652,2956
2019-2020,Jammu And Kashmir,1,Kulgam,622,Pombay,6892,13,2723,2726,2212
2019-2020,Jammu And Kashmir,1,Kulgam,622,Quamoh,9,36,4819,4485,2788
2019-2020,Jammu And Kashmir,1,Kupwara,8,Drugmulla,6996,13,1503,1596,1040
2019-2020,Jammu And Kashmir,1,Udhampur,14,Chanunta,6930,13,473,536,392
2019-2020,Jammu And Kashmir,1,Kupwara,8,Handwara,7002,0,1410,1813,1530
2019-2020,Jammu And Kashmir,1,Kupwara,8,Herri Qadirabad,6995,136,4567,3536,3024
2019-2020,Jammu And Kashmir,1,Kupwara,8,Kalarooch,83,19,4092,3612,2709
2019-2020,Jammu And Kashmir,1,Muzaffarabad,756,Keran,6992,8,857,745,702
2019-2020,Jammu And Kashmir,1,Kupwara,8,Kralpora,84,18,3526,4410,4269
2019-2020,Jammu And Kashmir,1,Kupwara,8,Hyhama,6998,49,2715,3538,3401
2019-2020,Jammu And Kashmir,1,Kupwara,8,Kupwara,85,49,3748,3421,2910
2019-2020,Jammu And Kashmir,1,Udhampur,14,Jaganoo,6924,25,774,807,369
2019-2020,Jammu And Kashmir,1,Kupwara,8,Langate,86,4,679,784,574
2019-2020,Jammu And Kashmir,1,Kupwara,8,Machil,6999,2,1763,1554,1455
2019-2020,Jammu And Kashmir,1,Reasi,627,Jij Bagli,6942,4,1284,782,559
2019-2020,Jammu And Kashmir,1,Kupwara,8,Kuligam,93,84,6808,6714,5671
2019-2020,Jammu And Kashmir,1,Kupwara,8,Meelyaal,6993,37,1940,2052,1997
2019-2020,Jammu And Kashmir,1,Udhampur,14,Kulwanta,6926,8,436,593,493
2019-2020,Jammu And Kashmir,1,Kupwara,8,Lalpora,89,83,6391,5497,4043
2019-2020,Jammu And Kashmir,1,Kupwara,8,Rajwar,87,6,2337,2587,2053
2019-2020,Jammu And Kashmir,1,Kupwara,8,Ramhal,88,5,2825,2644,2501
2019-2020,Jammu And Kashmir,1,Poonch,10,Lasana,105,88,9396,10473,9348
2019-2020,Jammu And Kashmir,1,Kupwara,8,Sogam,89,83,6391,5497,4043
2019-2020,Jammu And Kashmir,1,Kupwara,8,Tangdar,90,43,3474,2821,2515
2019-2020,Jammu And Kashmir,1,Kupwara,8,Teethwal,91,29,2381,2668,2468
2019-2020,Jammu And Kashmir,1,Udhampur,14,Latti,6927,3,757,957,679
2019-2020,Jammu And Kashmir,1,Kupwara,8,Trehgam,92,66,3869,3830,3597
2019-2020,Jammu And Kashmir,1,Kupwara,8,Wavoora,93,84,6808,6714,5671
2019-2020,Ladakh,37,Leh Ladakh,9,Chuchot,6543,152,4303,4104,3611
2019-2020,Ladakh,37,Leh Ladakh,9,Durbuk,94,49,1899,1868,1696
2019-2020,Ladakh,37,Leh Ladakh,9,Khaltsi,95,53,2216,1953,1622
2019-2020,Ladakh,37,Leh Ladakh,9,Kharu,96,145,2853,2747,2284
2019-2020,Ladakh,37,Leh Ladakh,9,Leh,97,72,3024,2825,2278
2019-2020,Jammu And Kashmir,37,Leh (Ladakh),9,Nemo,7045,68,1805,1776,1532
2019-2020,Ladakh,37,Leh Ladakh,9,Nubra,98,115,3133,3066,2599
2019-2020,Ladakh,37,Leh Ladakh,9,Nyoma,99,73,1247,1092,954
2019-2020,Ladakh,37,Leh Ladakh,9,Panamic,6544,53,1895,1889,1679
2019-2020,Jammu And Kashmir,37,Leh (Ladakh),9,Rong,7046,34,1193,1067,971
2019-2020,Jammu And Kashmir,37,Leh (Ladakh),9,Rupsho,7047,4,342,381,253
2019-2020,Ladakh,37,Leh Ladakh,9,Saspol,6542,305,1476,1308,994
2019-2020,Jammu And Kashmir,37,Leh (Ladakh),9,Singay Lalok,7050,43,911,785,668
2019-2020,Jammu And Kashmir,37,Leh (Ladakh),9,Skyurbachan,7049,91,2346,1983,1716
2019-2020,Jammu And Kashmir,37,Leh (Ladakh),9,Thiksay,7044,163,2373,2165,1787
2019-2020,Jammu And Kashmir,37,Leh (Ladakh),9,Turrtak,7048,11,2201,2165,1869
2019-2020,Jammu And Kashmir,1,Poonch,10,Balakote,100,40,3924,4290,3753
2019-2020,Jammu And Kashmir,1,Poonch,10,Bufliaz,101,494,8387,7209,6507
2019-2020,Jammu And Kashmir,1,Poonch,10,Loran,102,193,15903,15323,13342
2019-2020,Jammu And Kashmir,1,Kupwara,8,Magam,7001,11,1342,1733,1424
2019-2020,Jammu And Kashmir,1,Poonch,10,Mandi,102,193,15903,15323,13342
2019-2020,Jammu And Kashmir,1,Poonch,10,Mankote,6966,191,3376,2943,2672
2019-2020,Jammu And Kashmir,1,Poonch,10,Mendhar,103,460,9132,7080,6237
2019-2020,Jammu And Kashmir,1,Kupwara,8,Mawar Qalamabad,7003,18,2243,3633,3170
2019-2020,Jammu And Kashmir,1,Poonch,10,Poonch,104,283,10714,11515,9888
2019-2020,Jammu And Kashmir,1,Udhampur,14,Moungri,6928,11,1088,1169,847
2019-2020,Jammu And Kashmir,1,Poonch,10,Surankote,105,88,9396,10473,9348
2019-2020,Jammu And Kashmir,1,Pulwama,11,Arpal,6898,39,3282,3462,2352
2019-2020,Jammu And Kashmir,1,Pulwama,11,Awantipora,6895,12,917,818,462
2019-2020,Jammu And Kashmir,1,Pulwama,11,Dadsura,6899,12,684,893,561
