year,state_name,state_code,district_name,district_code,block_name,block_code,num_joint_acc_of_women,num_total_acc_of_women,num_women_beneficiary_worker_with_acc,num_women_beneficiary_active_worker_with_acc
2019-2020,Uttar Pradesh,9,Amethi,640,Shahgarh,1598,1423,5722,5720,4007
2019-2020,Uttar Pradesh,9,Amethi,640,Shukul Bazar,1599,395,7928,8556,5742
2019-2020,Uttar Pradesh,9,Amethi,640,Singhpur,1481,207,7651,8515,5631
2019-2020,Uttar Pradesh,9,Amethi,640,Tiloi,1482,468,9891,10407,7434
2019-2020,Uttar Pradesh,9,Amroha,154,Amroha,1252,3093,12347,8396,5194
2019-2020,Uttar Pradesh,9,Amroha,154,Dhanaura,1253,885,8160,8728,6321
2019-2020,Uttar Pradesh,9,Amroha,154,Gajraula,1254,1243,9320,7900,6442
2019-2020,Uttar Pradesh,9,Amroha,154,Gangeshwari,1255,7003,15266,8881,6167
2019-2020,Uttar Pradesh,9,Amroha,154,Hasanpur,1256,6143,14578,9415,6456
2019-2020,Uttar Pradesh,9,Amroha,154,Joya,1257,4184,16965,11595,7390
2019-2020,Uttar Pradesh,9,Auraiya,122,Achchalda,859,323,7030,6452,4362
2019-2020,Uttar Pradesh,9,Auraiya,122,Ajitmal,860,787,7149,6985,5043
2019-2020,Uttar Pradesh,9,Auraiya,122,Auraiya,861,566,9190,10069,7245
2019-2020,Uttar Pradesh,9,Auraiya,122,Bhagyanagar,862,279,7845,6304,3008
2019-2020,Uttar Pradesh,9,Auraiya,122,Bidhuna,863,159,6436,6351,3297
2019-2020,Uttar Pradesh,9,Auraiya,122,Erwa Katra,864,35,4044,4020,2687
2019-2020,Uttar Pradesh,9,Auraiya,122,Sahar,865,210,5468,5070,2823
2019-2020,Uttar Pradesh,9,Ayodhya,140,Amaniganj,1086,560,11369,12272,8590
2019-2020,Uttar Pradesh,9,Ayodhya,140,Bikapur,1087,935,12350,10845,7122
2019-2020,Uttar Pradesh,9,Ayodhya,140,Hastinganj,1088,443,8665,9460,6337
2019-2020,Uttar Pradesh,9,Ayodhya,140,Masodha,1089,681,9497,7439,4906
2019-2020,Uttar Pradesh,9,Ayodhya,140,Mawai,1090,215,11286,12169,8549
2019-2020,Uttar Pradesh,9,Ayodhya,140,Maya Bazar,1091,699,10207,10200,7029
2019-2020,Uttar Pradesh,9,Ayodhya,140,Milkipur,1092,184,9750,10492,7301
2019-2020,Uttar Pradesh,9,Ayodhya,140,Pura Bazar,1093,526,8472,6230,4618
2019-2020,Uttar Pradesh,9,Ayodhya,140,Rudauli,954,171,12659,14691,9339
2019-2020,Uttar Pradesh,9,Ayodhya,140,Sohawal,1094,802,11124,12219,7633
2019-2020,Uttar Pradesh,9,Ayodhya,140,Tarun,1095,762,13768,12683,8461
2019-2020,Uttar Pradesh,9,Azamgarh,123,Ahiraula,866,205,8286,9250,5978
2019-2020,Uttar Pradesh,9,Azamgarh,123,Atraulia,867,166,8031,7992,5292
2019-2020,Uttar Pradesh,9,Azamgarh,123,Azmatgarh,868,282,16034,16083,13219
2019-2020,Uttar Pradesh,9,Azamgarh,123,Bilariyaganj,869,200,12489,11786,6315
2019-2020,Uttar Pradesh,9,Azamgarh,123,Haraiya,870,96,14135,12711,10056
2019-2020,Uttar Pradesh,9,Azamgarh,123,Jahanaganj,871,167,10680,11730,9784
2019-2020,Uttar Pradesh,9,Azamgarh,123,Koilsa,872,238,8390,8320,4455
2019-2020,Uttar Pradesh,9,Azamgarh,123,Lalganj,873,314,9914,9428,7068
2019-2020,Uttar Pradesh,9,Azamgarh,123,Mahrajganj,874,189,8423,10062,7468
2019-2020,Uttar Pradesh,9,Azamgarh,123,Martinganj,875,74,10117,10351,8205
2019-2020,Uttar Pradesh,9,Azamgarh,123,Mehnagar,876,243,11913,11148,8401
2019-2020,Uttar Pradesh,9,Azamgarh,123,Mirzapur,877,126,6628,5992,4002
2019-2020,Uttar Pradesh,9,Azamgarh,123,Mohammadpur,878,202,5469,5295,3813
2019-2020,Uttar Pradesh,9,Azamgarh,123,Palhana,879,13,4588,4297,3644
2019-2020,Uttar Pradesh,9,Azamgarh,123,Palhani,880,461,6222,4554,2549
2019-2020,Uttar Pradesh,9,Azamgarh,123,Pawai,881,210,11911,12844,9489
2019-2020,Uttar Pradesh,9,Azamgarh,123,Phulpur,882,134,8084,8862,5971
2019-2020,Uttar Pradesh,9,Azamgarh,123,Rani Ki Sarai,883,164,6718,5382,3325
2019-2020,Uttar Pradesh,9,Azamgarh,123,Sathiyaon,884,176,10392,11861,8835
2019-2020,Uttar Pradesh,9,Azamgarh,123,Tahbarpur,885,265,8272,7901,4752
2019-2020,Uttar Pradesh,9,Azamgarh,123,Tarwa,886,1233,11224,12010,9986
2019-2020,Uttar Pradesh,9,Azamgarh,123,Thekma,887,149,13092,11021,7483
2019-2020,Uttar Pradesh,9,Baghpat,124,Baghpat,888,1095,2685,974,250
2019-2020,Uttar Pradesh,9,Baghpat,124,Baraut,889,566,2496,1625,526
2019-2020,Uttar Pradesh,9,Baghpat,124,Binauli,890,611,2546,969,200
2019-2020,Uttar Pradesh,9,Baghpat,124,Chhaprauli,891,550,1595,746,175
2019-2020,Uttar Pradesh,9,Baghpat,124,Khekra,892,120,595,640,143
2019-2020,Uttar Pradesh,9,Baghpat,124,Pilana,893,847,2814,1671,206
2019-2020,Uttar Pradesh,9,Bahraich,125,Balaha,894,1133,16304,15867,11833
2019-2020,Uttar Pradesh,9,Bahraich,125,Chitaura,895,1117,15434,14823,10104
2019-2020,Uttar Pradesh,9,Bahraich,125,Huzoorpur,896,2668,13862,12004,8950
2019-2020,Uttar Pradesh,9,Bahraich,125,Jarwal,897,301,12680,10373,7186
2019-2020,Uttar Pradesh,9,Bahraich,125,Kaisarganj,898,219,9619,8605,6489
2019-2020,Uttar Pradesh,9,Bahraich,125,Mahasi,899,1356,14390,18073,15167
2019-2020,Uttar Pradesh,9,Bahraich,125,Mihinpurwa,900,1811,31640,32244,25837
2019-2020,Uttar Pradesh,9,Bahraich,125,Nawabganj,901,219,12766,17216,13899
2019-2020,Uttar Pradesh,9,Bahraich,125,Phakharpur,902,220,13000,12745,10498
2019-2020,Uttar Pradesh,9,Bahraich,125,Prayagpur,903,214,9530,7211,5395
2019-2020,Uttar Pradesh,9,Bahraich,125,Risia,904,633,13341,13510,10559
2019-2020,Uttar Pradesh,9,Bahraich,125,Shivpur,905,614,16728,19096,15679
2019-2020,Uttar Pradesh,9,Bahraich,125,Tajwapur,906,414,12314,11541,7854
2019-2020,Uttar Pradesh,9,Bahraich,125,Visheshwarganj,907,915,10965,10029,6683
2019-2020,Uttar Pradesh,9,Ballia,126,Bairia,908,103,4245,3885,2273
2019-2020,Uttar Pradesh,9,Ballia,126,Bansdih,909,399,6384,5807,4034
2019-2020,Uttar Pradesh,9,Ballia,126,Belhari,910,195,6621,5788,3276
2019-2020,Uttar Pradesh,9,Ballia,126,Beruarbari,911,125,5036,5033,3198
2019-2020,Uttar Pradesh,9,Ballia,126,Chilkahar,912,386,8385,7814,6113
2019-2020,Uttar Pradesh,9,Ballia,126,Dubhar,913,52,3828,4297,2842
2019-2020,Uttar Pradesh,9,Ballia,126,Garwar,914,177,6327,5884,3988
2019-2020,Uttar Pradesh,9,Ballia,126,Hanumanganj,915,88,5026,5262,3325
2019-2020,Uttar Pradesh,9,Ballia,126,Maniar,916,373,9261,9360,6584
2019-2020,Uttar Pradesh,9,Ballia,126,Murlichhapra,917,140,6115,6918,4822
2019-2020,Uttar Pradesh,9,Ballia,126,Nagra,918,150,12003,13110,7343
2019-2020,Uttar Pradesh,9,Ballia,126,Navanagar,919,318,8174,7466,4793
2019-2020,Uttar Pradesh,9,Ballia,126,Pandah,920,170,7750,7751,4923
2019-2020,Uttar Pradesh,9,Ballia,126,Rasra,921,289,15727,13987,9289
2019-2020,Uttar Pradesh,9,Ballia,126,Reoti,922,543,6839,6056,4067
2019-2020,Uttar Pradesh,9,Ballia,126,Siar,923,178,9278,12218,9622
2019-2020,Uttar Pradesh,9,Ballia,126,Sohanv,924,258,7380,7861,5578
2019-2020,Uttar Pradesh,9,Balrampur,127,Balrampur,925,1795,13235,9215,6693
2019-2020,Uttar Pradesh,9,Balrampur,127,Gaindas Bujurg,926,152,4182,4455,3685
2019-2020,Uttar Pradesh,9,Balrampur,127,Gaisri,927,757,9540,8996,7347
2019-2020,Uttar Pradesh,9,Balrampur,127,Harya Satgharwa,928,240,12657,12392,10220
2019-2020,Uttar Pradesh,9,Balrampur,127,Pachpedwa,929,627,15475,12225,10516
2019-2020,Uttar Pradesh,9,Balrampur,127,Rehera Bazar,930,533,7730,7806,5990
2019-2020,Uttar Pradesh,9,Balrampur,127,Shriduttganj,931,322,4459,4413,3238
2019-2020,Uttar Pradesh,9,Balrampur,127,Tulsipur,932,1401,12872,11650,8999
2019-2020,Uttar Pradesh,9,Balrampur,127,Utraula,933,661,4882,4373,3553
2019-2020,Uttar Pradesh,9,Banda,128,Baberu,934,834,20853,20403,13032
2019-2020,Uttar Pradesh,9,Banda,128,Badokhar Khurd,935,6208,20752,14933,9622
2019-2020,Uttar Pradesh,9,Banda,128,Bisanda,936,1459,19171,20876,12998
2019-2020,Uttar Pradesh,9,Banda,128,Jaspura,937,2162,10487,9267,7082
2019-2020,Uttar Pradesh,9,Banda,128,Kamasin,938,915,18477,19060,13303
2019-2020,Uttar Pradesh,9,Banda,128,Mahuva,939,1430,19453,20850,14086
2019-2020,Uttar Pradesh,9,Banda,128,Naraini,940,1764,25049,26302,17814
2019-2020,Uttar Pradesh,9,Banda,128,Tindwari,941,1295,16096,15391,9869
2019-2020,Uttar Pradesh,9,Bara Banki,129,Bani Kodar,942,459,13735,13335,7768
2019-2020,Uttar Pradesh,9,Bara Banki,129,Banki,943,204,5227,4482,2286
2019-2020,Uttar Pradesh,9,Bara Banki,129,Dariyabad,944,209,10555,10637,7496
2019-2020,Uttar Pradesh,9,Bara Banki,129,Dewa,945,132,6796,6379,4175
2019-2020,Uttar Pradesh,9,Bara Banki,129,Fatehpur,946,304,11063,10923,7009
2019-2020,Uttar Pradesh,9,Bara Banki,129,Haidargarh,947,539,10995,9242,5996
2019-2020,Uttar Pradesh,9,Bara Banki,129,Harakh,948,313,8028,5299,3205
2019-2020,Uttar Pradesh,9,Bara Banki,129,Masauli,949,215,8361,6255,4037
2019-2020,Uttar Pradesh,9,Bara Banki,129,Nindura,951,580,13328,12694,9065
2019-2020,Uttar Pradesh,9,Bara Banki,129,Puredalai,952,282,8690,9107,5999
2019-2020,Uttar Pradesh,9,Bara Banki,129,Ramnagar,953,338,10457,9285,6959
2019-2020,Uttar Pradesh,9,Bara Banki,129,Siddhaur,955,199,12134,14952,10744
2019-2020,Uttar Pradesh,9,Bara Banki,129,Sirauli Gauspur,956,337,10684,9002,6083
2019-2020,Uttar Pradesh,9,Bara Banki,129,Suratganj,957,1412,12221,13520,10713
2019-2020,Uttar Pradesh,9,Bara Banki,129,Trivediganj,958,328,8279,9387,7287
2019-2020,Uttar Pradesh,9,Bareilly,130,Aalampur Jafarabad,959,475,5984,6498,4249
2019-2020,Uttar Pradesh,9,Bareilly,130,Baheri,960,89,4183,5419,3795
2019-2020,Uttar Pradesh,9,Bareilly,130,Bhadpura,961,320,4773,5780,4158
2019-2020,Uttar Pradesh,9,Bareilly,130,Bhojipura,962,118,4410,4656,2869
2019-2020,Uttar Pradesh,9,Bareilly,130,Bhuta,963,632,7647,8692,6522
2019-2020,Uttar Pradesh,9,Bareilly,130,Bithiri Chainpur,964,297,4755,5948,4120
2019-2020,Uttar Pradesh,9,Bareilly,130,Damkhauda,965,135,4171,4849,2897
2019-2020,Uttar Pradesh,9,Bareilly,130,Faridpur,966,132,4642,4777,3251
2019-2020,Uttar Pradesh,9,Bareilly,130,Fatehganj West,967,84,2839,4099,3239
2019-2020,Uttar Pradesh,9,Bareilly,130,Kyara,968,49,2333,2094,1453
2019-2020,Uttar Pradesh,9,Bareilly,130,Majhgawan,969,119,4445,4658,3097
2019-2020,Uttar Pradesh,9,Bareilly,130,Mirganj,970,391,3190,3986,2749
2019-2020,Uttar Pradesh,9,Bareilly,130,Nawabganj,971,359,7423,10894,8041
2019-2020,Uttar Pradesh,9,Bareilly,130,Ramnagar,972,110,2975,3127,2368
2019-2020,Uttar Pradesh,9,Bareilly,130,Shergarh,973,136,4740,5085,3423
2019-2020,Uttar Pradesh,9,Basti,131,Bahadurpur,974,933,20857,19586,15240
2019-2020,Uttar Pradesh,9,Basti,131,Bankati,975,4100,24310,21267,17845
2019-2020,Uttar Pradesh,9,Basti,131,Basti,976,1315,16930,11576,8041
2019-2020,Uttar Pradesh,9,Basti,131,Dubauliya,977,525,10954,12269,10316
2019-2020,Uttar Pradesh,9,Basti,131,Gaur,978,1878,18620,18587,14034
2019-2020,Uttar Pradesh,9,Basti,131,Harraiya,979,825,14865,14453,12241
2019-2020,Uttar Pradesh,9,Basti,131,Kaptanganj,980,904,9337,10643,8043
2019-2020,Uttar Pradesh,9,Basti,131,Kudaraha,981,1150,22234,19951,16196
2019-2020,Uttar Pradesh,9,Basti,131,Paras Rampur,982,1011,19967,19836,16525
2019-2020,Uttar Pradesh,9,Basti,131,Ramnagar,983,1587,15526,13172,9808
2019-2020,Uttar Pradesh,9,Basti,131,Rudauli,984,713,11205,11843,9164
2019-2020,Uttar Pradesh,9,Basti,131,Saltaua Gopal Pur,985,1199,15917,17258,11167
2019-2020,Uttar Pradesh,9,Basti,131,Sau Ghat,986,1502,13069,12044,8822
2019-2020,Uttar Pradesh,9,Basti,131,Vikram Jot,987,449,12244,12766,10634
2019-2020,Uttar Pradesh,9,Bijnor,132,Afzalgarh,988,520,8236,9422,7571
2019-2020,Uttar Pradesh,9,Bijnor,132,Budhanpur Seohara,989,1817,10176,11299,7643
2019-2020,Uttar Pradesh,9,Bijnor,132,Dhampur,990,125,6590,8025,4891
2019-2020,Uttar Pradesh,9,Bijnor,132,Haldaur(Khari Jhalu),991,408,8412,9750,7201
2019-2020,Uttar Pradesh,9,Bijnor,132,Jalilpur,992,913,10769,10480,7385
2019-2020,Uttar Pradesh,9,Bijnor,132,Kiratpur,993,516,5828,4625,3650
2019-2020,Uttar Pradesh,9,Bijnor,132,Kotwali,994,1239,12643,12316,9586
2019-2020,Uttar Pradesh,9,Bijnor,132,Mohammedpur Deomal,995,161,9493,11283,8950
2019-2020,Uttar Pradesh,9,Bijnor,132,Najibabad,996,419,14263,15594,11475
2019-2020,Uttar Pradesh,9,Bijnor,132,Nehtaur,997,885,7872,7524,5394
2019-2020,Uttar Pradesh,9,Bijnor,132,Noorpur,998,152,8668,10311,6440
2019-2020,Uttar Pradesh,9,Budaun,133,Ambiapur,999,78,5046,3117,2009
2019-2020,Uttar Pradesh,9,Budaun,133,Asafpur,1000,403,4388,3954,2537
2019-2020,Uttar Pradesh,9,Budaun,133,Bisauli,1001,191,3499,2681,1827
2019-2020,Uttar Pradesh,9,Budaun,133,Dataganj,1003,76,3178,4032,3313
2019-2020,Uttar Pradesh,9,Budaun,133,Dehgawan,1002,175,4387,4892,3548
2019-2020,Uttar Pradesh,9,Budaun,133,Islamnagar,1005,40,2973,3479,2463
2019-2020,Uttar Pradesh,9,Budaun,133,Jagat,1006,142,2725,3170,2220
2019-2020,Uttar Pradesh,9,Budaun,133,Mion,1008,15,3589,4522,3223
2019-2020,Uttar Pradesh,9,Budaun,133,Qadar Chowk,1009,469,6667,5623,3373
2019-2020,Uttar Pradesh,9,Budaun,133,Sahaswan,1011,74,5275,4815,3459
2019-2020,Uttar Pradesh,9,Budaun,133,Salarpur,1012,497,4489,4535,3033
2019-2020,Uttar Pradesh,9,Budaun,133,Samrer,1013,51,3554,3553,2742
2019-2020,Uttar Pradesh,9,Budaun,133,Ujhani,1014,61,3825,4494,3025
2019-2020,Uttar Pradesh,9,Budaun,133,Usawan,1015,3,3856,6114,4499
2019-2020,Uttar Pradesh,9,Budaun,133,Wazirganj,1016,215,4289,4535,3244
2019-2020,Uttar Pradesh,9,Bulandshahr,134,Agauta,1017,120,1029,607,352
2019-2020,Uttar Pradesh,9,Bulandshahr,134,Anupshahr,1018,604,2943,2162,928
2019-2020,Uttar Pradesh,9,Bulandshahr,134,Araniya,1019,87,1274,1467,998
2019-2020,Uttar Pradesh,9,Bulandshahr,134,Bhawan Bahadur Nagar,1020,41,982,618,387
2019-2020,Uttar Pradesh,9,Bulandshahr,134,Bulandshahr,1021,67,1169,769,518
2019-2020,Uttar Pradesh,9,Bulandshahr,134,Danpur,1022,195,4762,3124,1546
2019-2020,Uttar Pradesh,9,Bulandshahr,134,Dibai,1023,118,3099,2066,887
2019-2020,Uttar Pradesh,9,Bulandshahr,134,Gulaothi,1024,91,678,498,212
2019-2020,Uttar Pradesh,9,Bulandshahr,134,Jahangirabad,1025,122,1574,2029,1311
2019-2020,Uttar Pradesh,9,Bulandshahr,134,Khurja,1026,292,2034,1633,1032
2019-2020,Uttar Pradesh,9,Bulandshahr,134,Lakhaothi,1027,102,1403,685,401
2019-2020,Uttar Pradesh,9,Bulandshahr,134,Pahasu,1028,483,4956,2258,1186
2019-2020,Uttar Pradesh,9,Bulandshahr,134,Shikarpur,1029,841,3293,1818,1083
2019-2020,Uttar Pradesh,9,Bulandshahr,134,Sikandrabad,1030,478,1795,691,468
2019-2020,Uttar Pradesh,9,Bulandshahr,134,Syana,1031,259,1180,880,517
2019-2020,Uttar Pradesh,9,Bulandshahr,134,Unchagaon,1032,378,2928,2507,1778
2019-2020,Uttar Pradesh,9,Chandauli,135,Barhani,1033,148,7819,8623,6979
2019-2020,Uttar Pradesh,9,Chandauli,135,Chahniya,1034,173,4465,4266,3151
2019-2020,Uttar Pradesh,9,Chandauli,135,Chakiya,1035,8159,29211,20642,17280
2019-2020,Uttar Pradesh,9,Chandauli,135,Chandauli,1036,944,12317,9780,6799
2019-2020,Uttar Pradesh,9,Chandauli,135,Dhanapur,1037,375,7628,9289,6947
2019-2020,Uttar Pradesh,9,Chandauli,135,Naugarh,1038,2713,13171,11429,9783
2019-2020,Uttar Pradesh,9,Chandauli,135,Niyamatabad,1039,623,10905,7871,4433
2019-2020,Uttar Pradesh,9,Chandauli,135,Sahabganj,1040,706,12864,13413,11305
2019-2020,Uttar Pradesh,9,Chandauli,135,Sakaldiha,1041,513,12442,11846,8859
2019-2020,Uttar Pradesh,9,Chitrakoot,136,Karwi,1042,1336,23530,20919,14252
2019-2020,Uttar Pradesh,9,Chitrakoot,136,Manikpur,1043,2408,21139,19419,14084
2019-2020,Uttar Pradesh,9,Chitrakoot,136,Mau,1044,616,20038,16284,13305
2019-2020,Uttar Pradesh,9,Chitrakoot,136,Pahari,1045,1782,20385,19084,12875
2019-2020,Uttar Pradesh,9,Chitrakoot,136,Ramnagar,1046,771,13093,12145,8206
2019-2020,Uttar Pradesh,9,Deoria,137,Baitalpur,1047,232,6205,4945,3696
2019-2020,Uttar Pradesh,9,Deoria,137,Bankata,1048,124,6035,6358,4439
2019-2020,Uttar Pradesh,9,Deoria,137,Barhaj,1049,209,4709,4747,3492
2019-2020,Uttar Pradesh,9,Deoria,137,Bhagalpur,1050,78,4034,2823,2076
2019-2020,Uttar Pradesh,9,Deoria,137,Bhaluani,1051,409,7106,5262,3974
2019-2020,Uttar Pradesh,9,Deoria,137,Bhatni,1052,42,4378,3689,3136
2019-2020,Uttar Pradesh,9,Deoria,137,Bhatpar Rani,1053,95,4195,3999,3049
2019-2020,Uttar Pradesh,9,Deoria,137,Deoria Sadar,1054,453,6030,4541,3132
2019-2020,Uttar Pradesh,9,Deoria,137,Desai Deoria,1055,237,6364,6183,4304
2019-2020,Uttar Pradesh,9,Deoria,137,Gauri Bazar,1056,403,9606,9049,5337
2019-2020,Uttar Pradesh,9,Deoria,137,Lar,1057,84,4898,3908,2353
2019-2020,Uttar Pradesh,9,Deoria,137,Pathardewa,1058,395,9439,8238,4180
2019-2020,Uttar Pradesh,9,Deoria,137,Rampur Karkhana,1059,483,6140,4396,3069
2019-2020,Uttar Pradesh,9,Deoria,137,Rudrapur,1060,638,8283,9385,7107
2019-2020,Uttar Pradesh,9,Deoria,137,Salempur,1061,178,4170,3776,2456
2019-2020,Uttar Pradesh,9,Deoria,137,Tarkulwa,1062,167,5279,5615,3724
2019-2020,Uttar Pradesh,9,Etah,138,Aliganj,1063,105,8128,7959,4367
2019-2020,Uttar Pradesh,9,Etah,138,Awagarh,1065,770,8400,7297,5993
2019-2020,Uttar Pradesh,9,Etah,138,Jaithara,1067,266,4923,4584,2929
2019-2020,Uttar Pradesh,9,Etah,138,Jalesar,1068,254,3999,5476,4348
2019-2020,Uttar Pradesh,9,Etah,138,Marehra,1070,210,4345,4846,3015
2019-2020,Uttar Pradesh,9,Etah,138,Nidhauli Kalan,1071,684,4405,4852,3171
2019-2020,Uttar Pradesh,9,Etah,138,Sakit,1074,1384,6979,4536,2831
2019-2020,Uttar Pradesh,9,Etah,138,Shitalpur,1075,247,9984,10455,6259
2019-2020,Uttar Pradesh,9,Etawah,139,Barhpura,1078,113,6034,7388,4986
2019-2020,Uttar Pradesh,9,Etawah,139,Basrehar,1079,132,3739,3591,2607
2019-2020,Uttar Pradesh,9,Etawah,139,Bharthana,1080,1554,9967,7407,4895
2019-2020,Uttar Pradesh,9,Etawah,139,Chakarnagar,1081,327,4065,4076,3225
2019-2020,Uttar Pradesh,9,Etawah,139,Jaswantnagar,1082,187,3129,3090,2247
2019-2020,Uttar Pradesh,9,Etawah,139,Mahewa,1083,582,8535,7535,5233
2019-2020,Uttar Pradesh,9,Etawah,139,Sefai,1084,112,2255,3006,2206
2019-2020,Uttar Pradesh,9,Etawah,139,Takha,1085,1149,5006,3770,2185
2019-2020,Uttar Pradesh,9,Farrukhabad,141,Barhpur,1096,50,1542,1324,801
2019-2020,Uttar Pradesh,9,Farrukhabad,141,Kaimganj,1097,200,5009,4703,3321
2019-2020,Uttar Pradesh,9,Farrukhabad,141,Kamalganj,1098,103,6724,5457,3978
2019-2020,Uttar Pradesh,9,Farrukhabad,141,Mohamadabad,1099,188,5474,3622,2699
2019-2020,Uttar Pradesh,9,Farrukhabad,141,Nawabganj,1100,86,2869,1666,1111
2019-2020,Uttar Pradesh,9,Farrukhabad,141,Rajepur,1101,478,6341,6346,5121
2019-2020,Uttar Pradesh,9,Farrukhabad,141,Shamsabad,1102,67,5004,6402,4813
2019-2020,Uttar Pradesh,9,Fatehpur,142,Airaya,1103,204,10347,9676,6493
2019-2020,Uttar Pradesh,9,Fatehpur,142,Amauli,1104,356,11986,12333,8491
2019-2020,Uttar Pradesh,9,Fatehpur,142,Asodhar,1105,193,10320,10228,8091
2019-2020,Uttar Pradesh,9,Fatehpur,142,Bahua,1106,142,9893,8981,5582
2019-2020,Uttar Pradesh,9,Fatehpur,142,Bhitaura,1107,112,10121,10604,6963
2019-2020,Uttar Pradesh,9,Fatehpur,142,Devmai,1108,175,5921,6778,4600
2019-2020,Uttar Pradesh,9,Fatehpur,142,Dhata,1109,1082,13921,8112,5835
2019-2020,Uttar Pradesh,9,Fatehpur,142,Haswa,1110,304,10418,10486,7642
2019-2020,Uttar Pradesh,9,Fatehpur,142,Hathgaon,1111,233,13223,11406,8336
2019-2020,Uttar Pradesh,9,Fatehpur,142,Khajuha,1112,176,9678,9458,6207
2019-2020,Uttar Pradesh,9,Fatehpur,142,Malwan,1113,337,9349,8254,5315
2019-2020,Uttar Pradesh,9,Fatehpur,142,Telyani,1114,551,8210,7616,4870
2019-2020,Uttar Pradesh,9,Fatehpur,142,Vijayipur,1115,324,10045,10282,8753
2019-2020,Uttar Pradesh,9,Firozabad,143,Araon,1116,543,4434,4000,2906
2019-2020,Uttar Pradesh,9,Firozabad,143,Eka,1117,1019,8817,10477,8719
2019-2020,Uttar Pradesh,9,Firozabad,143,Firozabad,1118,599,5424,6149,5319
2019-2020,Uttar Pradesh,9,Firozabad,143,Jasrana,1120,3140,6886,5468,4462
2019-2020,Uttar Pradesh,9,Firozabad,143,Khergarh,1119,2023,6632,6964,5700
2019-2020,Uttar Pradesh,9,Firozabad,143,Madanpur,1121,679,5279,4429,3711
2019-2020,Uttar Pradesh,9,Firozabad,143,Narkhi,1122,1684,7993,7263,5582
2019-2020,Uttar Pradesh,9,Firozabad,143,Shikohabad,1123,168,5465,3876,2356
2019-2020,Uttar Pradesh,9,Firozabad,143,Tundla,1124,917,5656,6362,4994
2019-2020,Uttar Pradesh,9,Gautam Buddha Nagar,144,Bisrakh,1125,309,391,15,10
2019-2020,Uttar Pradesh,9,Gautam Buddha Nagar,144,Dadri,1126,657,1165,349,70
2019-2020,Uttar Pradesh,9,Gautam Buddha Nagar,144,Dankaur,1127,32,169,75,21
2019-2020,Uttar Pradesh,9,Gautam Buddha Nagar,144,Jewar,1128,500,957,130,32
2019-2020,Uttar Pradesh,9,Ghaziabad,145,Bhojpur,1129,2086,2920,2146,1
2019-2020,Uttar Pradesh,9,Ghaziabad,145,Loni,1133,78,865,556,0
2019-2020,Uttar Pradesh,9,Ghaziabad,145,Muradnagar,1134,1491,2296,1447,4
2019-2020,Uttar Pradesh,9,Ghaziabad,145,Rajapur,1135,1510,2090,1991,2
2019-2020,Uttar Pradesh,9,Ghazipur,146,Bhadaura,1137,887,7615,8831,6643
2019-2020,Uttar Pradesh,9,Ghazipur,146,Bhanwarkol,1138,425,6495,8010,5668
2019-2020,Uttar Pradesh,9,Ghazipur,146,Devkali,1139,447,9477,16856,14759
2019-2020,Uttar Pradesh,9,Ghazipur,146,Ghazipur,1140,1353,8180,7710,5156
2019-2020,Uttar Pradesh,9,Ghazipur,146,Jakhania,1141,2652,18663,21277,15349
2019-2020,Uttar Pradesh,9,Ghazipur,146,Karanda,1142,279,4280,5769,4220
2019-2020,Uttar Pradesh,9,Ghazipur,146,Kasimabad,1143,926,9812,13813,10829
2019-2020,Uttar Pradesh,9,Ghazipur,146,Manihari,1144,483,13198,16262,12156
2019-2020,Uttar Pradesh,9,Ghazipur,146,Mardah,1145,1214,10148,13164,9509
2019-2020,Uttar Pradesh,9,Ghazipur,146,Mohammadabad,1146,359,9988,12982,8829
2019-2020,Uttar Pradesh,9,Ghazipur,146,Revatipur,1147,290,7252,7228,4837
2019-2020,Uttar Pradesh,9,Ghazipur,146,Sadat,1148,4187,20380,18177,14410
2019-2020,Uttar Pradesh,9,Ghazipur,146,Saidpur,1149,1544,14471,18477,15768
2019-2020,Uttar Pradesh,9,Ghazipur,146,Varachakwar,1150,1228,10328,14467,10667
2019-2020,Uttar Pradesh,9,Ghazipur,146,Virno,1151,368,7449,10102,7379
2019-2020,Uttar Pradesh,9,Ghazipur,146,Zamania,1152,628,8674,11843,8801
2019-2020,Uttar Pradesh,9,Gonda,147,Babhanjot,1153,175,5673,7737,5593
2019-2020,Uttar Pradesh,9,Gonda,147,Belsar,1154,142,8993,7113,3977
2019-2020,Uttar Pradesh,9,Gonda,147,Chhapia,1155,342,8075,8484,5233
2019-2020,Uttar Pradesh,9,Gonda,147,Colonelganj,1156,488,6968,8501,5555
2019-2020,Uttar Pradesh,9,Gonda,147,Haldharmau,1157,121,13572,10596,6238
2019-2020,Uttar Pradesh,9,Gonda,147,Itiathok,1158,202,7812,5687,4149
2019-2020,Uttar Pradesh,9,Gonda,147,Jhanjhari,1159,144,8571,7575,5216
2019-2020,Uttar Pradesh,9,Gonda,147,Katra Bazar,1160,172,12700,9470,4174
2019-2020,Uttar Pradesh,9,Gonda,147,Mankapur,1161,202,7185,8130,5650
2019-2020,Uttar Pradesh,9,Gonda,147,Mujehana,1162,230,12852,8078,4425
2019-2020,Uttar Pradesh,9,Gonda,147,Nawabganj,1163,447,11206,8914,5270
