year,state_code,state_name,district_code,district_name,block_code,block_name,num_jobcards_applied,num_jobcards_issued,total_reg_workers,women_reg_workers,num_of_active_job_cards
2019-2020,33,Tamil Nadu,731,Ranipet,6435,Arakonam,15118,14976,18782,13892,11488
2019-2020,33,Tamil Nadu,731,Ranipet,6446,Nemili,31068,30819,45812,33231,27331
2019-2020,33,Tamil Nadu,731,Ranipet,6443,Kaveripakkam,32471,32203,48195,37721,30057
2019-2020,33,Tamil Nadu,731,Ranipet,6436,Arcot,21109,21035,30689,21838,18807
2019-2020,33,Tamil Nadu,731,Ranipet,6449,Thimiri,25268,25137,46956,29495,22080
2019-2020,33,Tamil Nadu,732,Tirupathur,6450,Thirupathur,21480,21204,30623,26119,19194
2019-2020,33,Tamil Nadu,732,Tirupathur,6438,Jolarpet,28037,27608,33362,28956,22428
2019-2020,33,Tamil Nadu,732,Tirupathur,6440,Kandhili,27848,27658,33987,30338,24504
2019-2020,33,Tamil Nadu,732,Tirupathur,6445,Natrampalli,15775,15577,18502,16452,12023
2019-2020,33,Tamil Nadu,732,Tirupathur,6433,Alangayam,18297,18104,25529,21367,16158
2019-2020,33,Tamil Nadu,729,Kallakurichi,6469,Tirukoilur,32203,32097,64103,37898,30599
2019-2020,33,Tamil Nadu,596,Viluppuram,6463,Mugaiyur,42430,42096,83572,50771,39192
2019-2020,33,Tamil Nadu,729,Kallakurichi,6468,T.V. Nallur,65918,65488,123760,73982,61940
2019-2020,33,Tamil Nadu,729,Kallakurichi,6470,Tirunavalur,35140,34656,66119,37235,31046
2019-2020,33,Tamil Nadu,729,Kallakurichi,6471,Ulundurpet,31260,31130,63088,40197,29267
2019-2020,33,Tamil Nadu,596,Viluppuram,6457,Kanai,33978,33743,49635,36948,31315
2019-2020,33,Tamil Nadu,596,Viluppuram,6459,Koliyanur,30956,30691,41597,30085,27546
2019-2020,33,Tamil Nadu,596,Viluppuram,6458,Kandamangalam,31027,30918,43175,33047,29216
2019-2020,33,Tamil Nadu,596,Viluppuram,6474,Vikkiravandi,33904,33561,43204,32547,30942
2019-2020,33,Tamil Nadu,596,Viluppuram,6464,Olakkur,24771,24585,32798,23012,21841
2019-2020,33,Tamil Nadu,596,Viluppuram,6460,Mailam,30564,30443,37586,30291,27684
2019-2020,33,Tamil Nadu,596,Viluppuram,6461,Merkanam,33210,33101,44364,34714,29806
2019-2020,33,Tamil Nadu,596,Viluppuram,6473,Vanur,34150,33861,40544,33922,30493
2019-2020,33,Tamil Nadu,596,Viluppuram,6454,Gingee,38849,38636,52702,37494,35360
2019-2020,33,Tamil Nadu,596,Viluppuram,6472,Vallam,32006,31858,44169,29222,28966
2019-2020,33,Tamil Nadu,596,Viluppuram,6462,Melmalayanur,35941,35825,55091,37721,33236
2019-2020,33,Tamil Nadu,729,Kallakurichi,6455,Kallakurichi,39382,39286,79120,47722,35692
2019-2020,33,Tamil Nadu,729,Kallakurichi,6453,Chinnasalem,35960,35519,65294,41073,31652
2019-2020,33,Tamil Nadu,729,Kallakurichi,6465,Rishivandiyam,37062,36818,62165,40593,33087
2019-2020,33,Tamil Nadu,729,Kallakurichi,6466,Sankarapuram,34117,34038,65977,42641,31643
2019-2020,33,Tamil Nadu,729,Kallakurichi,6467,Thiyagadurgam,28775,28501,44496,30937,25717
2019-2020,33,Tamil Nadu,729,Kallakurichi,6456,Kalrayan Hills,12247,12218,23351,13562,9594
2019-2020,33,Tamil Nadu,597,Virudhunagar,6475,Aruppukottai,19963,19858,25226,21067,17618
2019-2020,33,Tamil Nadu,597,Virudhunagar,6484,Virudhunagar,26359,25969,28672,25023,20835
2019-2020,33,Tamil Nadu,597,Virudhunagar,6476,Kariapatti,21404,21324,25688,20540,19148
2019-2020,33,Tamil Nadu,597,Virudhunagar,6482,Tiruchuli,20925,20791,27398,21038,18627
2019-2020,33,Tamil Nadu,597,Virudhunagar,6477,Narikudi,18877,18726,26021,18107,16447
2019-2020,33,Tamil Nadu,597,Virudhunagar,6478,Rajapalayam,22465,22305,26402,21160,17578
2019-2020,33,Tamil Nadu,597,Virudhunagar,6481,Srivilliputhur,21517,21249,24100,20019,17175
2019-2020,33,Tamil Nadu,597,Virudhunagar,6485,Watrap,20961,20447,26384,18942,16808
2019-2020,33,Tamil Nadu,597,Virudhunagar,6480,Sivakasi,26310,25582,33834,27155,21108
2019-2020,33,Tamil Nadu,597,Virudhunagar,6483,Vembakottai,24822,24510,26246,21132,18889
2019-2020,33,Tamil Nadu,597,Virudhunagar,6479,Sattur,22472,22045,26307,20950,17337
2019-2020,36,Telangana,501,Adilabad,4678,Talamadugu,10865,10865,22285,10582,6572
2019-2020,36,Telangana,501,Adilabad,4679,Tamsi,13186,13186,28916,13689,7584
2019-2020,36,Telangana,501,Adilabad,4634,Adilabad,15585,15585,31265,16159,9071
2019-2020,36,Telangana,501,Adilabad,4650,Jainad,13792,13792,28434,13036,8131
2019-2020,36,Telangana,501,Adilabad,4638,Bela,10220,10220,22353,10277,5144
2019-2020,36,Telangana,501,Adilabad,4670,Narnoor,14688,14688,34096,17059,9298
2019-2020,36,Telangana,501,Adilabad,4649,Inderavelly,13790,13790,29489,14460,10129
2019-2020,36,Telangana,501,Adilabad,4647,Gudihathnur,8424,8424,19882,9506,5482
2019-2020,36,Telangana,501,Adilabad,4648,Ichoda,12451,12451,27962,13643,7639
2019-2020,36,Telangana,501,Adilabad,4636,Bazarhathnoor,7913,7913,17947,8684,5927
2019-2020,36,Telangana,501,Adilabad,4642,Boath,14558,14558,30867,15017,8830
2019-2020,36,Telangana,501,Adilabad,4672,Neradigonda,7696,7696,17430,8532,6026
2019-2020,36,Telangana,501,Adilabad,4683,Utnur,18850,18850,38848,19455,10667
2019-2020,36,Telangana,690,Bhadradri Kothagudem,5060,Cherla,10611,10611,24949,12637,6179
2019-2020,36,Telangana,690,Bhadradri Kothagudem,5085,Pinapaka,16842,16842,39241,19131,8169
2019-2020,36,Telangana,690,Bhadradri Kothagudem,5067,Gundala,8189,8189,22321,10939,4864
2019-2020,36,Telangana,690,Bhadradri Kothagudem,5079,Manuguru,7311,7311,15256,7974,4567
2019-2020,36,Telangana,690,Bhadradri Kothagudem,5053,Aswapuram,11421,11421,25070,12443,5406
2019-2020,36,Telangana,690,Bhadradri Kothagudem,5064,Dummugudem,14946,14946,37432,18891,10304
2019-2020,36,Telangana,696,Suryapet,5316,Atmakur (S),15938,15938,35850,17626,10174
2019-2020,36,Telangana,690,Bhadradri Kothagudem,5058,Burgampadu,12060,12060,25279,13138,6378
2019-2020,36,Telangana,690,Bhadradri Kothagudem,5083,Palawancha,9765,9765,20918,10682,6874
2019-2020,36,Telangana,690,Bhadradri Kothagudem,5056,Bhadrachalam,4140,4140,6668,4142,460
2019-2020,36,Telangana,690,Bhadradri Kothagudem,5088,Tekulapalle,12842,12842,33974,16630,8384
2019-2020,36,Telangana,690,Bhadradri Kothagudem,5097,Yellandu,14012,14012,28861,14829,7784
2019-2020,36,Telangana,509,Khammam,5068,Julurpad,10751,10751,24062,11394,6143
2019-2020,36,Telangana,690,Bhadradri Kothagudem,5059,Chandrugonda,16150,16150,36902,17859,9343
2019-2020,36,Telangana,690,Bhadradri Kothagudem,5081,Mulakalapalle,13157,13157,29645,14787,7330
2019-2020,36,Telangana,690,Bhadradri Kothagudem,5054,Aswaraopeta,14699,14699,31339,15568,6837
2019-2020,36,Telangana,690,Bhadradri Kothagudem,5063,Dammapeta,14523,14523,32496,16735,7585
2019-2020,36,Telangana,681,Jagitial,5012,Ibrahimpatnam,13615,13615,24292,13976,6631
2019-2020,36,Telangana,681,Jagitial,5027,Mallapur,13098,13098,20968,14023,6523
2019-2020,36,Telangana,681,Jagitial,5039,Raikal,12948,12948,20582,12120,6630
2019-2020,36,Telangana,681,Jagitial,5043,Sarangapur,13912,13912,27246,14340,7458
2019-2020,36,Telangana,681,Jagitial,5002,Dharmapuri,17854,17854,34657,19220,9000
2019-2020,36,Telangana,681,Jagitial,5050,Velgatoor,12175,12175,25852,13169,8214
2019-2020,36,Telangana,681,Jagitial,5009,Gollapalle,13114,13114,25283,13558,7043
2019-2020,36,Telangana,681,Jagitial,5013,Jagtial,15840,15840,26373,15999,7634
2019-2020,36,Telangana,681,Jagitial,5031,Medipalle,10652,10652,22116,11741,6618
2019-2020,36,Telangana,681,Jagitial,5024,Koratla,9138,9138,13898,8227,4786
2019-2020,36,Telangana,681,Jagitial,5032,Metpalle,6966,6966,10005,6735,4713
2019-2020,36,Telangana,681,Jagitial,5020,Kathlapur,8692,8692,17070,9600,5315
2019-2020,36,Telangana,681,Jagitial,5021,Kodimial,9126,9126,17825,9349,6530
2019-2020,36,Telangana,681,Jagitial,5028,Mallial,9985,9985,17569,10876,5377
2019-2020,36,Telangana,681,Jagitial,5038,Pegadapalle,11379,11379,23295,12346,7102
2019-2020,36,Telangana,689,Jangoan,5690,Narmetta,11498,11498,27771,13478,7648
2019-2020,36,Telangana,689,Jangoan,5658,Bachannapeta,11079,11079,25733,12590,7410
2019-2020,36,Telangana,689,Jangoan,5675,Jangaon,10845,10845,25286,12798,7286
2019-2020,36,Telangana,689,Jangoan,5681,Lingala Ghanpur,10023,10023,21632,10924,6637
2019-2020,36,Telangana,689,Jangoan,5697,Raghunatha Palle,13302,13302,29868,14882,8767
2019-2020,36,Telangana,689,Jangoan,5670,Ghanpur (Stn),21688,21688,48750,24315,12108
2019-2020,36,Telangana,689,Jangoan,5706,Zaffergadh,11523,11523,25206,12533,8249
2019-2020,36,Telangana,689,Jangoan,5694,Palakurthi,15072,15072,34128,17175,9849
2019-2020,36,Telangana,689,Jangoan,5663,Devaruppula,10632,10632,26579,13143,6991
2019-2020,36,Telangana,689,Jangoan,5678,Kodakandla,13270,13270,31594,15690,8209
2019-2020,36,Telangana,721,Narayanpet,5216,Damaragidda,12897,12897,29423,14593,7602
2019-2020,36,Telangana,687,Jayashankar Bhupalapally,5019,Kataram,11612,11612,28258,14263,7121
2019-2020,36,Telangana,687,Jayashankar Bhupalapally,5025,Mahadevpur,12563,12563,31988,16561,6011
2019-2020,36,Telangana,687,Jayashankar Bhupalapally,5034,Mutharam Mahadevpur,8067,8067,19375,9862,5243
2019-2020,36,Telangana,687,Jayashankar Bhupalapally,5026,Malharrao,8201,8201,19927,10076,5275
2019-2020,36,Telangana,687,Jayashankar Bhupalapally,5699,Regonda,19521,19521,50396,24420,12781
2019-2020,36,Telangana,687,Jayashankar Bhupalapally,5686,Mogullapalle,10493,10493,28045,13518,6664
2019-2020,36,Telangana,687,Jayashankar Bhupalapally,5662,Chityal,18113,18113,51848,25245,9608
2019-2020,36,Telangana,687,Jayashankar Bhupalapally,5659,Bhupalpalle,9367,9367,23756,12108,6090
2019-2020,36,Telangana,687,Jayashankar Bhupalapally,5669,Ghanapur,13217,13217,29294,15326,5860
2019-2020,36,Telangana,720,Mulugu,5687,Mulug,16135,16135,37280,18872,8803
2019-2020,36,Telangana,720,Mulugu,5704,Venkatapur,11455,11455,28125,14318,7403
2019-2020,36,Telangana,720,Mulugu,5671,Govindaraopet,8401,8401,18808,9675,5291
2019-2020,36,Telangana,720,Mulugu,5702,Tadvai,6854,6854,15862,7776,4322
2019-2020,36,Telangana,720,Mulugu,5667,Eturnagaram,12147,12147,29624,14746,8199
2019-2020,36,Telangana,720,Mulugu,5684,Mangapet,13250,13250,30234,14726,6679
2019-2020,36,Telangana,720,Mulugu,5095,Wazeed,7548,7548,20322,10132,4774
2019-2020,36,Telangana,720,Mulugu,5094,Venkatapuram,10884,10884,26724,13345,5886
2019-2020,36,Telangana,695,Jogulamba Gadwal,5222,Gadwal,13270,13270,31071,15139,8001
2019-2020,36,Telangana,695,Jogulamba Gadwal,5219,Dharur,19635,19635,46301,22231,10257
2019-2020,36,Telangana,695,Jogulamba Gadwal,5245,Maldakal,17340,17340,40900,19751,7449
2019-2020,36,Telangana,695,Jogulamba Gadwal,5224,Ghattu,20810,20810,51356,25019,8082
2019-2020,36,Telangana,695,Jogulamba Gadwal,5205,Aiza,19841,19841,49013,22381,7250
2019-2020,36,Telangana,695,Jogulamba Gadwal,5265,Waddepalle,18660,18660,42836,21039,9432
2019-2020,36,Telangana,695,Jogulamba Gadwal,5227,Itikyal,15764,15764,37703,18018,8680
2019-2020,36,Telangana,695,Jogulamba Gadwal,5246,Manopadu,16359,16359,35273,16586,9056
2019-2020,36,Telangana,695,Jogulamba Gadwal,5206,Alampur,18817,18817,38844,17757,7774
2019-2020,36,Telangana,685,Kamareddy,5437,Madnur,13489,13489,31950,15224,8526
2019-2020,36,Telangana,685,Kamareddy,5431,Jukkal,13695,13695,35792,17407,9574
2019-2020,36,Telangana,685,Kamareddy,5423,Bichkunda,18374,18374,48345,23736,12339
2019-2020,36,Telangana,685,Kamareddy,5424,Birkoor,11474,11474,25630,13002,8534
2019-2020,36,Telangana,685,Kamareddy,5436,Machareddy,17088,17088,42578,21644,13707
2019-2020,36,Telangana,685,Kamareddy,5447,Sadasivanagar,14218,14218,33915,17040,9663
2019-2020,36,Telangana,685,Kamareddy,5429,Gandhari,17697,17697,42999,20792,11410
2019-2020,36,Telangana,685,Kamareddy,5420,Banswada,10582,10582,26239,13275,7105
2019-2020,36,Telangana,685,Kamareddy,5445,Pitlam,13746,13746,35240,17602,7736
2019-2020,36,Telangana,685,Kamareddy,5444,Nizam Sagar,9720,9720,26273,13308,7180
2019-2020,36,Telangana,685,Kamareddy,5453,Yellareddy,9395,9395,25648,12807,6420
2019-2020,36,Telangana,685,Kamareddy,5440,Naga Reddipet,7810,7810,20455,10358,5937
2019-2020,36,Telangana,685,Kamareddy,5435,Lingampet,14098,14098,36160,18153,10060
2019-2020,36,Telangana,685,Kamareddy,5449,Tadwai,12914,12914,32742,16223,9584
2019-2020,36,Telangana,685,Kamareddy,5432,Kamareddy,9047,9047,19138,10021,7317
2019-2020,36,Telangana,685,Kamareddy,5422,Bhiknur,15845,15845,37873,18503,10180
2019-2020,36,Telangana,685,Kamareddy,5428,Domakonda,13818,13818,32873,16275,9884
2019-2020,36,Telangana,508,Karimnagar,5008,Gangadhara,11603,11603,24694,12103,5635
2019-2020,36,Telangana,508,Karimnagar,5001,Choppadandi,13031,13031,25282,12889,6402
2019-2020,36,Telangana,508,Karimnagar,5014,Jammikunta,20700,20700,47586,23395,9952
2019-2020,36,Telangana,508,Karimnagar,5049,Veenavanka,11948,11948,24854,12370,7448
2019-2020,36,Telangana,508,Karimnagar,5029,Manakondur,16690,16690,36519,18707,9427
2019-2020,36,Telangana,508,Karimnagar,7215,Karimnagar,13617,13617,21873,13145,7235
2019-2020,36,Telangana,508,Karimnagar,5040,Ramadugu,9303,9303,19247,10138,5579
2019-2020,36,Telangana,508,Karimnagar,5048,Thimmapur,11405,11405,24430,12651,6298
2019-2020,36,Telangana,508,Karimnagar,5044,Kesavapatnam,11279,11279,26133,12814,7021
2019-2020,36,Telangana,508,Karimnagar,5011,Huzurabad,12241,12241,25145,12965,6634
2019-2020,36,Telangana,508,Karimnagar,5042,Saidapur,9959,9959,24561,11638,6110
2019-2020,36,Telangana,508,Karimnagar,5000,Chigurumamidi,9868,9868,20686,10626,5975
2019-2020,36,Telangana,509,Khammam,5087,Singareni,17567,17567,40752,19259,9396
2019-2020,36,Telangana,509,Khammam,5070,Kamepalle,15935,15935,36998,18148,8050
2019-2020,36,Telangana,509,Khammam,5086,Sathupalle,12457,12457,25337,13209,5783
2019-2020,36,Telangana,509,Khammam,5093,Vemsoor,11782,11782,26241,12828,6678
2019-2020,36,Telangana,509,Khammam,5084,Penuballi,16327,16327,36647,18288,8284
2019-2020,36,Telangana,509,Khammam,5069,Kalluru,16709,16709,39506,19745,8391
2019-2020,36,Telangana,509,Khammam,5089,Thallada,14638,14638,35325,17160,8574
2019-2020,36,Telangana,509,Khammam,5065,Enkuru,11108,11108,26993,13235,7098
2019-2020,36,Telangana,509,Khammam,5073,Konijerla,17806,17806,40583,20021,10210
2019-2020,36,Telangana,689,Jangoan,5330,Gundala,9183,9183,20291,10193,7375
2019-2020,36,Telangana,509,Khammam,5071,Khammam Rural,24795,24795,50497,26284,12920
2019-2020,36,Telangana,509,Khammam,5090,Thirumalayapalem,17341,17341,39330,19057,10137
2019-2020,36,Telangana,509,Khammam,5077,Kusumanchi,15992,15992,37820,18648,11009
2019-2020,36,Telangana,509,Khammam,5082,Nelakondapalle,15812,15812,35429,17811,11320
2019-2020,36,Telangana,509,Khammam,5080,Mudigonda,15623,15623,36035,18191,10210
2019-2020,36,Telangana,509,Khammam,5061,Chinthakani,15237,15237,34078,17245,8749
2019-2020,36,Telangana,509,Khammam,5096,Wyra,13028,13028,30575,15134,8094
2019-2020,36,Telangana,509,Khammam,5057,Bonakal,11619,11619,27048,13326,8167
2019-2020,36,Telangana,509,Khammam,5078,Madhira,16604,16604,37620,18624,8332
2019-2020,36,Telangana,509,Khammam,5098,Yerrupalem,13688,13688,31801,15522,7830
2019-2020,36,Telangana,699,Kumuram Bheem Asifabad,4651,Jainoor,8378,8378,18743,9422,6120
2019-2020,36,Telangana,699,Kumuram Bheem Asifabad,4657,Kerameri,9453,9453,20043,9778,6689
2019-2020,36,Telangana,699,Kumuram Bheem Asifabad,4677,Sirpur (U),8569,8569,19711,9993,6387
2019-2020,36,Telangana,699,Kumuram Bheem Asifabad,4682,Tiryani,8025,8025,16763,8118,5835
2019-2020,36,Telangana,699,Kumuram Bheem Asifabad,4635,Asifabad,12605,12605,26054,13048,7252
2019-2020,36,Telangana,699,Kumuram Bheem Asifabad,4685,Wankdi,11218,11218,21777,10624,5339
2019-2020,36,Telangana,699,Kumuram Bheem Asifabad,4655,Kagaz Nagar,13520,13520,25880,13171,8071
2019-2020,36,Telangana,699,Kumuram Bheem Asifabad,4674,Rebbana,9739,9739,21670,10534,6565
2019-2020,36,Telangana,699,Kumuram Bheem Asifabad,4676,Sirpur (T),8248,8248,17345,8465,4862
2019-2020,36,Telangana,699,Kumuram Bheem Asifabad,4660,Kouthala,13204,13204,30899,14781,9557
2019-2020,36,Telangana,699,Kumuram Bheem Asifabad,4637,Bejjur,13512,13512,30486,14854,10393
2019-2020,36,Telangana,699,Kumuram Bheem Asifabad,4644,Dahegaon,9770,9770,22843,11219,7616
2019-2020,36,Telangana,688,Mahabubabad,5703,Thorrur,18947,18947,43330,21684,9808
2019-2020,36,Telangana,688,Mahabubabad,5689,Nellikudur,19601,19601,50318,24116,11679
2019-2020,36,Telangana,688,Mahabubabad,5692,Narsimhulapet,18561,18561,45815,23032,11448
2019-2020,36,Telangana,688,Mahabubabad,5685,Maripeda,27624,27624,61123,29507,16201
2019-2020,36,Telangana,688,Mahabubabad,5665,Dornakal,17419,17419,38682,18858,10522
2019-2020,36,Telangana,688,Mahabubabad,5680,Kuravi,18843,18843,42885,20897,11927
2019-2020,36,Telangana,688,Mahabubabad,5683,Mahabubabad,18474,18474,40032,20209,10255
2019-2020,36,Telangana,688,Mahabubabad,5676,Kesamudram,21328,21328,49872,25094,12714
2019-2020,36,Telangana,688,Mahabubabad,5672,Gudur,18993,18993,43653,21534,13585
2019-2020,36,Telangana,688,Mahabubabad,5679,Kothaguda,13040,13040,33418,16582,8769
2019-2020,36,Telangana,688,Mahabubabad,5055,Bayyaram,15902,15902,36982,18233,7879
2019-2020,36,Telangana,688,Mahabubabad,5066,Garla,11663,11663,29243,14374,6228
2019-2020,36,Telangana,721,Narayanpet,5236,Kosgi,13732,13732,29393,14635,6194
2019-2020,36,Telangana,686,Warangal Urban,7251,Hanamkonda,2006,2006,3978,2082,1106
2019-2020,36,Telangana,721,Narayanpet,5240,Maddur,13928,13928,33031,16336,8861
2019-2020,36,Telangana,512,Mahabubnagar,5233,Koilkonda,14889,14889,29541,14575,7548
2019-2020,36,Telangana,512,Mahabubnagar,5226,Hanwada,12196,12196,26141,13293,7280
2019-2020,36,Telangana,512,Mahabubnagar,5251,Nawabpet,15945,15945,29333,13488,7896
2019-2020,36,Telangana,512,Mahabubnagar,5210,Balanagar,17188,17188,27681,13673,9241
2019-2020,36,Telangana,512,Mahabubnagar,5247,Midjil,14252,14252,30267,14488,8032
2019-2020,36,Telangana,512,Mahabubnagar,5228,Jadcherla,13667,13667,25169,13392,8988
2019-2020,36,Telangana,512,Mahabubnagar,5212,Bhoothpur,9974,9974,18103,9580,5646
2019-2020,36,Telangana,512,Mahabubnagar,5243,Mahbubnagar,10298,10298,18059,9360,5138
2019-2020,36,Telangana,512,Mahabubnagar,5204,Addakal,11790,11790,22159,11375,5695
2019-2020,36,Telangana,512,Mahabubnagar,5217,Devarkadara,12730,12730,24936,12955,6983
2019-2020,36,Telangana,721,Narayanpet,5218,Dhanwada,14487,14487,29641,15476,7201
2019-2020,36,Telangana,721,Narayanpet,5249,Narayanpet,13635,13635,29903,15215,7026
2019-2020,36,Telangana,721,Narayanpet,5261,Utkoor,17694,17694,38620,19058,7759
2019-2020,36,Telangana,721,Narayanpet,5242,Maganoor,12794,12794,25649,12489,6500
2019-2020,36,Telangana,721,Narayanpet,5244,Makthal,18375,18375,41541,20693,9305
2019-2020,36,Telangana,721,Narayanpet,5250,Narva,14591,14591,31495,15301,8049
2019-2020,36,Telangana,512,Mahabubnagar,5215,Chinna Chinta Kunta,13010,13010,25259,12909,6719
2019-2020,36,Telangana,512,Mahabubnagar,5515,Gandeed,15798,15798,36887,17939,9290
2019-2020,36,Telangana,684,Mancherial,4653,Jannaram,15567,15567,30285,15256,8765
2019-2020,36,Telangana,684,Mancherial,4645,Dandepalle,12048,12048,22969,11852,7732
2019-2020,36,Telangana,684,Mancherial,4665,Luxettipet,11174,11174,19536,10562,6952
2019-2020,36,Telangana,518,Ranga Reddy,5517,Hayathnagar,5909,5909,9047,6003,3635
2019-2020,36,Telangana,684,Mancherial,4668,Mandamarri,6543,6543,11988,5878,3761
2019-2020,36,Telangana,684,Mancherial,4656,Kasipet,7547,7547,15480,7690,4582
2019-2020,36,Telangana,684,Mancherial,4680,Tandur,7569,7569,14520,7247,4820
2019-2020,36,Telangana,684,Mancherial,4639,Bellampalle,6900,6900,14595,7062,5007
2019-2020,36,Telangana,684,Mancherial,4671,Nennal,6528,6528,14467,7025,5454
2019-2020,36,Telangana,684,Mancherial,4641,Bheemini,7831,7831,17149,8298,5719
2019-2020,36,Telangana,684,Mancherial,4684,Vemanpalle,5452,5452,12881,6354,4549
2019-2020,36,Telangana,684,Mancherial,4659,Kotapalle,9561,9561,22102,10730,7987
2019-2020,36,Telangana,684,Mancherial,4643,Chennur,13798,13798,30024,14769,7409
2019-2020,36,Telangana,684,Mancherial,4652,Jaipur,12295,12295,26812,12911,8388
2019-2020,36,Telangana,691,Sangareddy,5300,Regode,9276,9276,23113,10847,5456
2019-2020,36,Telangana,513,Medak,5303,Shankarampet(A),9948,9948,21697,10750,6601
2019-2020,36,Telangana,513,Medak,5267,Alladurg,12900,12900,26791,12572,6050
2019-2020,36,Telangana,513,Medak,5307,Tekmal,11359,11359,28204,13973,5572
2019-2020,36,Telangana,513,Medak,5294,Papannapet,16132,16132,38472,19198,8333
2019-2020,36,Telangana,513,Medak,5284,Kulcharam,7885,7885,17597,8728,6338
2019-2020,36,Telangana,513,Medak,5286,Medak,21173,21173,53061,26631,13057
2019-2020,36,Telangana,513,Medak,5304,Shankarampet(R),12328,12328,30158,14782,7926
2019-2020,36,Telangana,513,Medak,5298,Ramayampet,16386,16386,36480,18241,11117
2019-2020,36,Telangana,513,Medak,5269,Chegunta,14822,14822,33145,16664,9197
2019-2020,36,Telangana,513,Medak,5311,Yeldurthi,11239,11239,25168,12557,6503
2019-2020,36,Telangana,513,Medak,5283,Kowdipalli,14187,14187,36375,17273,9394
2019-2020,36,Telangana,513,Medak,5292,Narsapur,11974,11974,23755,11867,6740
2019-2020,36,Telangana,513,Medak,5305,Shivampet,12922,12922,27752,13583,7429
2019-2020,36,Telangana,513,Medak,5309,Toopran,12677,12677,25500,13742,7448
2019-2020,36,Telangana,509,Khammam,5072,Khammam Urban,17370,17370,38954,19680,8895
2019-2020,36,Telangana,700,Medchal Malkajgiri,5525,Medchal,3875,3875,5037,2848,1328
2019-2020,36,Telangana,700,Medchal Malkajgiri,5536,Shamirpet,6756,6756,7542,4806,2960
2019-2020,36,Telangana,700,Medchal Malkajgiri,5520,Keesara,3530,3530,4017,2633,833
2019-2020,36,Telangana,700,Medchal Malkajgiri,5516,Ghatkesar,3663,3663,4235,3064,1817
2019-2020,36,Telangana,694,Nagarkurnool,5262,Vangoor,11599,11599,25928,12645,8003
2019-2020,36,Telangana,694,Nagarkurnool,5264,Veldanda,11763,11763,24927,12365,7295
2019-2020,36,Telangana,694,Nagarkurnool,5229,Kalwakurthy,11001,11001,21956,11115,5540
2019-2020,36,Telangana,694,Nagarkurnool,5259,Thimmajipeta,8845,8845,17451,8792,5243
2019-2020,36,Telangana,694,Nagarkurnool,5213,Bijinapalle,13072,13072,27210,13886,7412
2019-2020,36,Telangana,694,Nagarkurnool,5248,Nagar Kurnool,15355,15355,28010,13327,5900
2019-2020,36,Telangana,694,Nagarkurnool,5256,Tadoor,9212,9212,19866,9405,5109
2019-2020,36,Telangana,694,Nagarkurnool,5258,Telkapalle,11559,11559,23342,10908,5475
2019-2020,36,Telangana,694,Nagarkurnool,5260,Uppununthala,9793,9793,21094,10257,5832
2019-2020,36,Telangana,694,Nagarkurnool,5203,Achampeta,12909,12909,30329,14698,7675
2019-2020,36,Telangana,694,Nagarkurnool,5208,Amrabad,17256,17256,40088,19376,6545
2019-2020,36,Telangana,694,Nagarkurnool,5211,Balmoor,9740,9740,21606,10351,5226
2019-2020,36,Telangana,694,Nagarkurnool,5239,Lingal,12094,12094,23246,10980,5290
2019-2020,36,Telangana,694,Nagarkurnool,5254,Peddakothapalle,14394,14394,33078,15905,6736
2019-2020,36,Telangana,694,Nagarkurnool,5231,Kodair,11111,11111,24494,12170,5827
2019-2020,36,Telangana,694,Nagarkurnool,5234,Kollapur,13092,13092,32074,15548,6412
2019-2020,36,Telangana,514,Nalgonda,5363,Saligouraram,12905,12905,31322,15354,8405
2019-2020,36,Telangana,514,Nalgonda,5324,Chityala,13091,13091,28565,14186,6853
2019-2020,36,Telangana,514,Nalgonda,5353,Narketpalle,13204,13204,31306,14931,7723
2019-2020,36,Telangana,514,Nalgonda,5336,Kattangoor,14943,14943,34418,16571,6964
2019-2020,36,Telangana,514,Nalgonda,5349,Nakrekal,14904,14904,33478,16487,7121
2019-2020,36,Telangana,514,Nalgonda,5337,Kethepalle,10477,10477,25408,12566,6947
2019-2020,36,Telangana,514,Nalgonda,5370,Vemulapalle,13072,13072,29450,14635,9274
2019-2020,36,Telangana,514,Nalgonda,5365,Thipparthi,13999,13999,35905,17550,8486
2019-2020,36,Telangana,514,Nalgonda,5350,Nalgonda,16044,16044,36197,17763,6840
2019-2020,36,Telangana,514,Nalgonda,5347,Munugode,12541,12541,30501,14663,8036
2019-2020,36,Telangana,514,Nalgonda,5340,Marri Guda,10369,10369,24899,12058,8163
2019-2020,36,Telangana,514,Nalgonda,5321,Chandur,12615,12615,28439,13627,6485
2019-2020,36,Telangana,514,Nalgonda,5335,Kangal,12939,12939,33662,16251,8997
2019-2020,36,Telangana,514,Nalgonda,5355,Nidamanur,15337,15337,36208,17635,10944
2019-2020,36,Telangana,514,Nalgonda,5367,Thripuraram,13918,13918,33519,17724,9520
2019-2020,36,Telangana,514,Nalgonda,5343,Miryalaguda,19379,19379,44881,22152,12146
2019-2020,36,Telangana,514,Nalgonda,5327,Dameracherla,20277,20277,47416,23516,11618
2019-2020,36,Telangana,514,Nalgonda,5314,Anumula,20194,20194,46502,23000,11863
2019-2020,36,Telangana,514,Nalgonda,5358,Peddavura,16419,16419,40709,20092,10806
