year,state_code,state_name,district_code,district_name,block_code,block_name,num_jobcards_applied,num_jobcards_issued,total_reg_workers,women_reg_workers,num_of_active_job_cards
2019-2020,28,Andhra Pradesh,750,Bapatla,4928,Bhattiprolu,11242,11242,15390,8175,5038
2019-2020,28,Andhra Pradesh,750,Bapatla,4967,Repalle,17183,17183,24912,12496,10006
2019-2020,28,Andhra Pradesh,750,Bapatla,4952,Nagaram,13946,13946,20962,10641,8047
2019-2020,28,Andhra Pradesh,750,Bapatla,4955,Nizampatnam,15242,15242,23618,12065,9246
2019-2020,28,Andhra Pradesh,750,Bapatla,4962,Pittalavanipalem,8595,8595,12162,6225,4950
2019-2020,28,Andhra Pradesh,750,Bapatla,4942,Karlapalem,13714,13714,20504,10691,9711
2019-2020,28,Andhra Pradesh,750,Bapatla,4926,Bapatla,17127,17127,26217,13554,11884
2019-2020,28,Andhra Pradesh,749,Ntr,5115,Jaggayyapeta,20917,20917,32878,17880,12618
2019-2020,28,Andhra Pradesh,749,Ntr,5143,Vatsavai,17635,17635,27668,14717,11034
2019-2020,28,Andhra Pradesh,749,Ntr,5138,Penuganchiprolu,15020,15020,18641,10293,7306
2019-2020,28,Andhra Pradesh,749,Ntr,5130,Nandigama,14099,14099,20089,10814,6730
2019-2020,28,Andhra Pradesh,749,Ntr,5105,Chandarlapadu,19587,19587,30608,15988,9565
2019-2020,28,Andhra Pradesh,749,Ntr,5118,Kanchika Cherla,15178,15178,18723,10610,5777
2019-2020,28,Andhra Pradesh,749,Ntr,5144,Veerullapadu,15178,15178,22347,11975,6498
2019-2020,28,Andhra Pradesh,749,Ntr,5114,Ibrahimpatnam,12028,12028,10243,5923,4681
2019-2020,28,Andhra Pradesh,749,Ntr,5107,G Konduru,14435,14435,22200,11787,6165
2019-2020,28,Andhra Pradesh,749,Ntr,5128,Mylavaram,17159,17159,23255,12370,6799
2019-2020,28,Andhra Pradesh,749,Ntr,5099,A Konduru,13834,13834,25124,12790,9356
2019-2020,28,Andhra Pradesh,749,Ntr,5108,Gampalagudem,19509,19509,31706,16447,10910
2019-2020,28,Andhra Pradesh,749,Ntr,5141,Tiruvuru,12835,12835,22332,11492,8579
2019-2020,28,Andhra Pradesh,749,Ntr,5147,Vissannapet,16792,16792,23042,12175,8475
2019-2020,28,Andhra Pradesh,749,Ntr,5139,Reddigudem,17016,17016,22804,11631,7777
2019-2020,28,Andhra Pradesh,749,Ntr,5145,Vijayawada Rural,9483,9483,13696,8299,3051
2019-2020,28,Andhra Pradesh,510,Krishna,5137,Penamaluru,6424,6424,8528,5615,2096
2019-2020,28,Andhra Pradesh,510,Krishna,5140,Thotlavalluru,8793,8793,13706,7014,5424
2019-2020,28,Andhra Pradesh,510,Krishna,5119,Kankipadu,9634,9634,16041,8787,4499
2019-2020,28,Andhra Pradesh,510,Krishna,5109,Gannavaram,15468,15468,19174,10709,6056
2019-2020,28,Andhra Pradesh,748,Eluru,5100,Agiripalle,15370,15370,23379,12371,6702
2019-2020,28,Andhra Pradesh,748,Eluru,5132,Nuzvid,17687,17687,26022,13372,7269
2019-2020,28,Andhra Pradesh,748,Eluru,5106,Chatrai,19055,19055,23935,11973,10160
2019-2020,28,Andhra Pradesh,748,Eluru,5127,Musunuru,15846,15846,25227,12766,6996
2019-2020,28,Andhra Pradesh,510,Krishna,5103,Bapulapadu,16821,16821,22606,12427,8230
2019-2020,28,Andhra Pradesh,510,Krishna,5142,Unguturu,10744,10744,15943,8477,6645
2019-2020,28,Andhra Pradesh,510,Krishna,5148,Vuyyuru,6717,6717,10346,5564,3538
2019-2020,28,Andhra Pradesh,510,Krishna,5134,Pamidimukkala,12781,12781,18361,9466,6872
2019-2020,28,Andhra Pradesh,510,Krishna,5125,Movva,12105,12105,17856,9329,6949
2019-2020,28,Andhra Pradesh,510,Krishna,5110,Ghantasala,9789,9789,14081,7137,5822
2019-2020,28,Andhra Pradesh,510,Krishna,5104,Challapalli,8357,8357,11008,5906,4026
2019-2020,28,Andhra Pradesh,510,Krishna,5124,Mopidevi,9238,9238,12627,6315,4133
2019-2020,28,Andhra Pradesh,510,Krishna,5101,Avanigadda,6968,6968,8940,4706,3074
2019-2020,28,Andhra Pradesh,510,Krishna,5129,Nagayalanka,13136,13136,19968,9871,8165
2019-2020,28,Andhra Pradesh,510,Krishna,5120,Koduru,13014,13014,19190,9420,8259
2019-2020,28,Andhra Pradesh,510,Krishna,5122,Machilipatnam,20096,20096,31113,15852,14573
2019-2020,28,Andhra Pradesh,510,Krishna,5113,Gudur,11343,11343,16156,8015,6253
2019-2020,28,Andhra Pradesh,510,Krishna,5133,Pamarru,9496,9496,13092,6922,4694
2019-2020,28,Andhra Pradesh,510,Krishna,5136,Pedaparupudi,7357,7357,10327,5431,3421
2019-2020,28,Andhra Pradesh,510,Krishna,5131,Nandivada,8329,8329,9233,4953,3161
2019-2020,28,Andhra Pradesh,510,Krishna,5111,Gudivada,8766,8766,11077,5878,4374
2019-2020,28,Andhra Pradesh,510,Krishna,5112,Gudlavalleru,10952,10952,14610,7532,5469
2019-2020,28,Andhra Pradesh,510,Krishna,5135,Pedana,9963,9963,14212,6949,5984
2019-2020,28,Andhra Pradesh,510,Krishna,5102,Bantumilli,10971,10971,15353,7536,6679
2019-2020,28,Andhra Pradesh,748,Eluru,5126,Mudinepalli,15905,15905,23045,11875,9634
2019-2020,28,Andhra Pradesh,748,Eluru,5123,Mandavalli,12030,12030,18143,9715,5397
2019-2020,28,Andhra Pradesh,748,Eluru,5116,Kaikalur,11758,11758,19959,11047,4855
2019-2020,28,Andhra Pradesh,748,Eluru,5117,Kalidindi,14461,14461,16929,9020,5141
2019-2020,28,Andhra Pradesh,510,Krishna,5121,Kruthivennu,11799,11799,15613,7115,5663
2019-2020,28,Andhra Pradesh,511,Kurnool,5176,Kowthalam,20869,20869,25230,13132,8969
2019-2020,28,Andhra Pradesh,511,Kurnool,5174,Kosigi,17197,17197,23200,12110,7976
2019-2020,28,Andhra Pradesh,511,Kurnool,5181,Mantralayam,12491,12491,21831,11776,6855
2019-2020,28,Andhra Pradesh,511,Kurnool,5183,Nandavaram,16699,16699,25890,13259,10028
2019-2020,28,Andhra Pradesh,511,Kurnool,5157,C.Belagal,19103,19103,26127,13160,10312
2019-2020,28,Andhra Pradesh,511,Kurnool,5166,Gudur,7380,7380,13513,6785,5077
2019-2020,28,Andhra Pradesh,511,Kurnool,5178,Kurnool,24741,24741,18866,10262,7016
2019-2020,28,Andhra Pradesh,755,Nandyal,5184,Nandi Kotkur,14283,14283,14088,7575,5712
2019-2020,28,Andhra Pradesh,755,Nandyal,5188,Pagidyala,12716,12716,11985,6249,5829
2019-2020,28,Andhra Pradesh,755,Nandyal,5175,Kothapalle,12641,12641,14901,7545,5696
2019-2020,28,Andhra Pradesh,755,Nandyal,5153,Atmakur,14354,14354,14741,7777,6811
2019-2020,28,Andhra Pradesh,755,Nandyal,5201,Velgodu,13450,13450,18601,10027,7221
2019-2020,28,Andhra Pradesh,755,Nandyal,5189,Pamulapadu,17866,17866,19389,9889,7777
2019-2020,28,Andhra Pradesh,755,Nandyal,5169,Jupadu Bungalow,14683,14683,14000,7254,5990
2019-2020,28,Andhra Pradesh,755,Nandyal,5182,Midthur,14264,14264,14891,7696,5912
2019-2020,28,Andhra Pradesh,511,Kurnool,5186,Orvakal,15707,15707,24258,12945,9073
2019-2020,28,Andhra Pradesh,511,Kurnool,5170,Kallur,18460,18460,20281,10683,7972
2019-2020,28,Andhra Pradesh,511,Kurnool,5171,Kodumur,20285,20285,24642,12899,9571
2019-2020,28,Andhra Pradesh,511,Kurnool,5164,Gonegandla,19695,19695,32911,16598,9880
2019-2020,28,Andhra Pradesh,511,Kurnool,5202,Yemmiganur,18469,18469,29239,14528,10232
2019-2020,28,Andhra Pradesh,511,Kurnool,5193,Pedda Kadubur,19024,19024,24935,12653,9348
2019-2020,28,Andhra Pradesh,511,Kurnool,5149,Adoni,26368,26368,39375,20349,14976
2019-2020,28,Andhra Pradesh,511,Kurnool,5168,Holagunda,13167,13167,21302,10842,7594
2019-2020,28,Andhra Pradesh,511,Kurnool,5151,Alur,13374,13374,20781,10624,7604
2019-2020,28,Andhra Pradesh,511,Kurnool,5152,Aspari,18576,18576,27745,13765,10808
2019-2020,28,Andhra Pradesh,511,Kurnool,5160,Devanakonda,20838,20838,30316,15082,11441
2019-2020,28,Andhra Pradesh,511,Kurnool,5177,Krishnagiri,18828,18828,25816,12755,11036
2019-2020,28,Andhra Pradesh,511,Kurnool,5200,Veldurthi,20794,20794,30855,15775,10413
2019-2020,28,Andhra Pradesh,755,Nandyal,5156,Bethamcherla,18182,18182,17880,9734,9162
2019-2020,28,Andhra Pradesh,755,Nandyal,5190,Panyam,14793,14793,16238,8806,6860
2019-2020,28,Andhra Pradesh,755,Nandyal,5163,Gadivemula,12693,12693,15656,8047,6334
2019-2020,28,Andhra Pradesh,755,Nandyal,5155,Bandi Atmakur,14785,14785,19007,10281,7466
2019-2020,28,Andhra Pradesh,755,Nandyal,5185,Nandyal,15918,15918,15005,8185,7218
2019-2020,28,Andhra Pradesh,755,Nandyal,5180,Mahanandi,9836,9836,12141,6545,4689
2019-2020,28,Andhra Pradesh,755,Nandyal,5196,Sirvel,12807,12807,20160,10416,6955
2019-2020,28,Andhra Pradesh,755,Nandyal,5194,Rudravaram,13624,13624,18050,9448,7211
2019-2020,28,Andhra Pradesh,755,Nandyal,5150,Allagadda,11867,11867,16219,8548,7039
2019-2020,28,Andhra Pradesh,755,Nandyal,5158,Chagalamarri,12379,12379,17130,9247,6174
2019-2020,28,Andhra Pradesh,755,Nandyal,5199,Uyyalawada,9451,9451,10004,5250,4815
2019-2020,28,Andhra Pradesh,755,Nandyal,5162,Dornipadu,8723,8723,11036,5609,5383
2019-2020,28,Andhra Pradesh,755,Nandyal,5165,Gospadu,11423,11423,19001,9853,8252
2019-2020,28,Andhra Pradesh,755,Nandyal,5172,Koilkuntla,9900,9900,13223,7094,5338
2019-2020,28,Andhra Pradesh,755,Nandyal,5154,Banaganapalle,22017,22017,23184,12669,9891
2019-2020,28,Andhra Pradesh,755,Nandyal,5195,Sanjamala,11823,11823,13135,7172,5695
2019-2020,28,Andhra Pradesh,755,Nandyal,5173,Kolimigundla,14203,14203,15960,9329,8381
2019-2020,28,Andhra Pradesh,755,Nandyal,5187,Owk,13476,13476,16508,9014,7038
2019-2020,28,Andhra Pradesh,755,Nandyal,5192,Peapally,24933,24933,36626,18446,13690
2019-2020,28,Andhra Pradesh,755,Nandyal,5161,Dhone,22657,22657,26232,13371,12005
2019-2020,28,Andhra Pradesh,511,Kurnool,5198,Tuggali,18817,18817,38752,19404,12678
2019-2020,28,Andhra Pradesh,511,Kurnool,5191,Pattikanda,16328,16328,26778,13471,8748
2019-2020,28,Andhra Pradesh,511,Kurnool,5179,Maddikera East,10483,10483,15877,8041,6327
2019-2020,28,Andhra Pradesh,511,Kurnool,5159,Chippagiri,9838,9838,13704,6860,5906
2019-2020,28,Andhra Pradesh,511,Kurnool,5167,Halaharvi,13414,13414,18914,9738,8435
2019-2020,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5406,Seetharamapuram,9808,9808,12209,6634,6276
2019-2020,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5413,Varikuntapadu,11302,11302,14666,8008,7201
2019-2020,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5393,Kondapuram,15357,15357,19642,10314,8390
2019-2020,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5388,Jaladanki,13907,13907,16514,8645,7280
2019-2020,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5391,Kavali,17344,17344,23526,12578,11066
2019-2020,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5377,Bogole,13017,13017,15773,8744,8032
2019-2020,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5389,Kaligiri,14310,14310,20043,10617,9526
2019-2020,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5417,Vinjamur,11786,11786,16460,9432,7361
2019-2020,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5385,Duttalur,9524,9524,12008,6729,6356
2019-2020,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5411,Udayagiri,13931,13931,16426,9236,7754
2019-2020,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5397,Marripadu,13877,13877,16851,9392,8519
2019-2020,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5375,Atmakur,11061,11061,13949,7281,6380
2019-2020,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5374,Anumasamudrampeta,10914,10914,13617,7333,6141
2019-2020,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5382,Dagadarthi,14165,14165,17802,9234,8091
2019-2020,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5372,Allur,15174,15174,8141,4300,6749
2019-2020,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5416,Vidavalur,12963,12963,12082,6369,5909
2019-2020,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5392,Kodavalur,12097,12097,10684,5813,4664
2019-2020,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5378,Butchireddipalem,13687,13687,9758,5446,4103
2019-2020,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5405,Sangam,12613,12613,14088,7572,4895
2019-2020,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5379,Chejerla,11786,11786,14706,7586,5671
2019-2020,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5373,Ananthasagaram,14367,14367,17410,9444,7450
2019-2020,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5390,Kaluvoya,13204,13204,16153,8673,7162
2019-2020,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5404,Rapur,16627,16627,21091,11131,9381
2019-2020,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5403,Podlakur,20218,20218,25785,13327,8647
2019-2020,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5400,Nellore,10408,10408,10136,5420,5030
2019-2020,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5395,Kovur,9889,9889,8957,6175,2975
2019-2020,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5387,Indukurpet,13911,13911,13584,7442,5090
2019-2020,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5410,Thotapalligudur,13637,13637,12245,6189,4639
2019-2020,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5398,Muthukur,14681,14681,12351,6705,4882
2019-2020,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5414,Venkatachalam,15372,15372,19416,10243,7784
2019-2020,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5396,Manubolu,9705,9705,13195,6752,5125
2019-2020,28,Andhra Pradesh,752,Tirupati,5386,Gudur,16237,16237,13420,7181,7771
2019-2020,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5408,Sydapuram,14880,14880,16955,8864,7041
2019-2020,28,Andhra Pradesh,752,Tirupati,5383,Dakkili,13881,13881,19066,9749,8361
2019-2020,28,Andhra Pradesh,752,Tirupati,5415,Venkatagiri,10097,10097,14821,7544,6959
2019-2020,28,Andhra Pradesh,752,Tirupati,5376,Balayapalle,15225,15225,20582,10790,9429
2019-2020,28,Andhra Pradesh,752,Tirupati,5401,Ojili,10923,10923,17176,8785,7668
2019-2020,28,Andhra Pradesh,752,Tirupati,5380,Chillakur,15733,15733,20122,10599,10158
2019-2020,28,Andhra Pradesh,752,Tirupati,5394,Kota,14451,14451,14656,7967,6312
2019-2020,28,Andhra Pradesh,752,Tirupati,5412,Vakadu,10843,10843,13671,7187,5683
2019-2020,28,Andhra Pradesh,752,Tirupati,5381,Chittamur,13336,13336,16342,8487,8071
2019-2020,28,Andhra Pradesh,752,Tirupati,5399,Naidupeta,15742,15742,10618,5644,6503
2019-2020,28,Andhra Pradesh,752,Tirupati,5402,Pellakur,12494,12494,17097,8997,8608
2019-2020,28,Andhra Pradesh,752,Tirupati,5384,Doravarisatram,11841,11841,18239,9543,7991
2019-2020,28,Andhra Pradesh,752,Tirupati,5407,Sullurpeta,10157,10157,13853,7468,6559
2019-2020,28,Andhra Pradesh,752,Tirupati,5409,Tada,12434,12434,14916,9167,6181
2019-2020,28,Andhra Pradesh,517,Prakasam,5508,Yerragondapalem,24582,24582,37607,18807,16074
2019-2020,28,Andhra Pradesh,517,Prakasam,5494,Pullalacheruvu,21168,21168,32902,16396,13601
2019-2020,28,Andhra Pradesh,517,Prakasam,5502,Tripuranthakam,18526,18526,35122,17647,14529
2019-2020,28,Andhra Pradesh,517,Prakasam,5479,Kurichedu,11117,11117,19595,10047,7839
2019-2020,28,Andhra Pradesh,517,Prakasam,5464,Donakonda,18344,18344,26170,13157,11557
2019-2020,28,Andhra Pradesh,517,Prakasam,5490,Pedaaraveedu,12984,12984,27665,13896,10173
2019-2020,28,Andhra Pradesh,517,Prakasam,5465,Dornala,22240,22240,24136,12094,11945
2019-2020,28,Andhra Pradesh,517,Prakasam,5455,Ardhaveedu,10903,10903,19049,9727,8344
2019-2020,28,Andhra Pradesh,517,Prakasam,5482,Markapur,14836,14836,26197,13469,11189
2019-2020,28,Andhra Pradesh,517,Prakasam,5500,Tarlapadu,12302,12302,18299,9204,7942
2019-2020,28,Andhra Pradesh,517,Prakasam,5475,Konakanamitla,16199,16199,26993,13839,12175
2019-2020,28,Andhra Pradesh,517,Prakasam,5492,Podili,13399,13399,17942,9683,9119
2019-2020,28,Andhra Pradesh,517,Prakasam,5463,Darsi,22799,22799,28301,14546,15535
2019-2020,28,Andhra Pradesh,517,Prakasam,5485,Mundlamuru,17005,17005,29000,14854,13012
2019-2020,28,Andhra Pradesh,517,Prakasam,5501,Thallur,13272,13272,20946,10748,8900
2019-2020,28,Andhra Pradesh,750,Bapatla,5454,Addanki,13083,13083,19381,10134,8903
2019-2020,28,Andhra Pradesh,750,Bapatla,5456,Ballikuruva,15349,15349,24259,12427,10654
2019-2020,28,Andhra Pradesh,750,Bapatla,5496,Santhamaguluru,17371,17371,26978,14084,11777
2019-2020,28,Andhra Pradesh,750,Bapatla,5507,Yeddanapudi,7736,7736,12102,6214,4928
2019-2020,28,Andhra Pradesh,750,Bapatla,5484,Martur,19385,19385,29476,15685,12380
2019-2020,28,Andhra Pradesh,750,Bapatla,5489,Parchur,11264,11264,16856,8678,6409
2019-2020,28,Andhra Pradesh,750,Bapatla,5473,Karamchedu,9330,9330,14136,7135,5537
2019-2020,28,Andhra Pradesh,750,Bapatla,5461,Chirala,12210,12210,14984,7437,5407
2019-2020,28,Andhra Pradesh,750,Bapatla,5505,Vetapalem,11429,11429,12645,7160,5500
2019-2020,28,Andhra Pradesh,750,Bapatla,5469,Inkollu,10862,10862,18759,9696,6695
2019-2020,28,Andhra Pradesh,750,Bapatla,5470,Janakavarampanguluru,13398,13398,20709,10903,9099
2019-2020,28,Andhra Pradesh,750,Bapatla,5477,Korisapadu,10671,10671,14960,8115,6351
2019-2020,28,Andhra Pradesh,517,Prakasam,5481,Maddipadu,11271,11271,15264,8969,7010
2019-2020,28,Andhra Pradesh,517,Prakasam,5459,Chimakurthi,13118,13118,20276,11303,8442
2019-2020,28,Andhra Pradesh,517,Prakasam,5483,Marripudi,13988,13988,22056,11475,9045
2019-2020,28,Andhra Pradesh,517,Prakasam,5472,Kanigiri,13929,13929,21319,11296,8755
2019-2020,28,Andhra Pradesh,517,Prakasam,5468,Hanumanthunipadu,9449,9449,15601,8065,6499
2019-2020,28,Andhra Pradesh,517,Prakasam,5457,Bestavaripeta,13186,13186,24164,12481,9833
2019-2020,28,Andhra Pradesh,517,Prakasam,5462,Cumbum,8652,8652,16036,8544,6338
2019-2020,28,Andhra Pradesh,517,Prakasam,5495,Racherla,10595,10595,15200,7791,7510
2019-2020,28,Andhra Pradesh,517,Prakasam,5466,Giddaluru,13083,13083,22837,12195,10253
2019-2020,28,Andhra Pradesh,517,Prakasam,5474,Komarolu,11886,11886,16613,8853,7522
2019-2020,28,Andhra Pradesh,517,Prakasam,5458,Chadrasekarapuram,11081,11081,18167,9772,7604
2019-2020,28,Andhra Pradesh,517,Prakasam,5504,Veligandla,11522,11522,16625,8732,7011
2019-2020,28,Andhra Pradesh,517,Prakasam,5491,Pedacherlopalle,11569,11569,17871,9293,7459
2019-2020,28,Andhra Pradesh,517,Prakasam,5493,Ponnaluru,12004,12004,19549,10518,8526
2019-2020,28,Andhra Pradesh,517,Prakasam,5476,Kondapi,13216,13216,20459,10878,9956
2019-2020,28,Andhra Pradesh,517,Prakasam,5497,Santhanuthlapadu,12395,12395,15411,8826,7253
2019-2020,28,Andhra Pradesh,517,Prakasam,5487,Ongole,5656,5656,7953,4524,3730
2019-2020,28,Andhra Pradesh,517,Prakasam,5486,Naguluppalapadu,16788,16788,24245,12993,11463
2019-2020,28,Andhra Pradesh,750,Bapatla,5460,Chinaganjam,11415,11415,20475,10447,7730
2019-2020,28,Andhra Pradesh,517,Prakasam,5478,Kothapatnam,12782,12782,17652,9735,7310
2019-2020,28,Andhra Pradesh,517,Prakasam,5499,Tangutur,14182,14182,19228,11289,8860
2019-2020,28,Andhra Pradesh,517,Prakasam,5509,Zarugumilli,12386,12386,16488,9156,8602
2019-2020,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5471,Kandukur,10029,10029,14190,8118,7695
2019-2020,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5506,Voletivaripalem,13966,13966,18182,10098,9607
2019-2020,28,Andhra Pradesh,517,Prakasam,5488,Pamur,14157,14157,20303,11409,7976
2019-2020,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5480,Lingasamudram,13575,13575,17591,9333,9312
2019-2020,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5467,Gudluru,14392,14392,21887,11671,10280
2019-2020,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5503,Ulavapadu,13334,13334,17953,9945,7690
2019-2020,28,Andhra Pradesh,517,Prakasam,5498,Singarayakonda,17007,17007,20329,11855,10956
2019-2020,28,Andhra Pradesh,743,Parvathipuram Manyam,5580,Veeraghattam,16535,16535,24840,13468,11536
2019-2020,28,Andhra Pradesh,521,Vizianagaram,5579,Vangara,11016,11016,19745,10363,8004
2019-2020,28,Andhra Pradesh,521,Vizianagaram,5569,Regidiamadalavalasa,17353,17353,31732,17163,13837
2019-2020,28,Andhra Pradesh,521,Vizianagaram,5567,Rajam,14546,14546,21677,12602,10625
2019-2020,28,Andhra Pradesh,519,Srikakulam,5547,Ganguvari Singadam,15492,15492,28281,14533,12753
2019-2020,28,Andhra Pradesh,519,Srikakulam,5557,Laveru,19235,19235,31680,16677,14247
2019-2020,28,Andhra Pradesh,519,Srikakulam,5568,Ranastalam,24714,24714,42235,22732,18859
2019-2020,28,Andhra Pradesh,519,Srikakulam,5546,Etcherla,24221,24221,38907,22283,18033
2019-2020,28,Andhra Pradesh,519,Srikakulam,5566,Ponduru,20312,20312,31489,16573,14182
2019-2020,28,Andhra Pradesh,521,Vizianagaram,5571,Santhakaviti,17033,17033,30930,15985,13289
2019-2020,28,Andhra Pradesh,519,Srikakulam,5545,Burja,11691,11691,20389,10480,9905
2019-2020,28,Andhra Pradesh,743,Parvathipuram Manyam,5562,Palakonda,11452,11452,19673,10659,9111
2019-2020,28,Andhra Pradesh,743,Parvathipuram Manyam,5574,Seethampeta,15310,15310,31661,16398,13302
2019-2020,28,Andhra Pradesh,743,Parvathipuram Manyam,5544,Bhamini,11932,11932,22009,11551,8936
2019-2020,28,Andhra Pradesh,519,Srikakulam,5555,Kothuru,19276,19276,32679,17128,13725
2019-2020,28,Andhra Pradesh,519,Srikakulam,5549,Hiramandalam,9069,9069,15040,8123,5760
2019-2020,28,Andhra Pradesh,519,Srikakulam,5573,Sarubujjili,8261,8261,13075,6982,6700
2019-2020,28,Andhra Pradesh,519,Srikakulam,5543,Amadalavalasa,12503,12503,17629,9638,9231
2019-2020,28,Andhra Pradesh,519,Srikakulam,5576,Srikakulam,20743,20743,27125,17068,14724
2019-2020,28,Andhra Pradesh,519,Srikakulam,5548,Gara,19937,19937,28422,16778,14926
2019-2020,28,Andhra Pradesh,519,Srikakulam,5565,Polaki,18994,18994,32969,17363,15553
2019-2020,28,Andhra Pradesh,519,Srikakulam,5561,Narasannapeta,15049,15049,24242,14085,11222
2019-2020,28,Andhra Pradesh,519,Srikakulam,5551,Jalumuru,15545,15545,26065,14307,12814
2019-2020,28,Andhra Pradesh,519,Srikakulam,5572,Saravakota,13007,13007,22191,11984,9483
2019-2020,28,Andhra Pradesh,519,Srikakulam,5564,Pathapatnam,14218,14218,20265,12060,10061
2019-2020,28,Andhra Pradesh,519,Srikakulam,5559,Meilaputti,13261,13261,20444,11559,10209
2019-2020,28,Andhra Pradesh,519,Srikakulam,5577,Tekkali,14741,14741,19763,12006,9959
2019-2020,28,Andhra Pradesh,519,Srikakulam,5554,Kotabommili,20773,20773,32020,17572,15627
2019-2020,28,Andhra Pradesh,519,Srikakulam,5570,Santhabommali,21470,21470,35788,19221,17329
2019-2020,28,Andhra Pradesh,519,Srikakulam,5560,Nandigam,14794,14794,23803,12909,11874
2019-2020,28,Andhra Pradesh,519,Srikakulam,5578,Vajrapukothuru,17682,17682,19255,13346,9201
2019-2020,28,Andhra Pradesh,519,Srikakulam,5563,Palasa,8819,8819,14394,8569,6690
2019-2020,28,Andhra Pradesh,519,Srikakulam,5558,Mandasa,20292,20292,34210,20091,15188
2019-2020,28,Andhra Pradesh,519,Srikakulam,5575,Sompeta,10988,10988,17305,12632,8573
2019-2020,28,Andhra Pradesh,519,Srikakulam,5552,Kanchili,16014,16014,21442,14654,10600
2019-2020,28,Andhra Pradesh,519,Srikakulam,5553,Kaviti,17238,17238,22403,15060,10631
2019-2020,28,Andhra Pradesh,519,Srikakulam,5550,Ichchapuram,11101,11101,13061,11329,8847
2019-2020,28,Andhra Pradesh,519,Srikakulam,5556,Laxminarsupeta,8513,8513,14606,7788,6701
2019-2020,28,Andhra Pradesh,745,Alluri Sitharama Raju,5605,Munchingiputtu,14104,14104,27127,13449,11210
2019-2020,28,Andhra Pradesh,745,Alluri Sitharama Raju,5613,Pedabayalu,14356,14356,29197,14378,12343
2019-2020,28,Andhra Pradesh,745,Alluri Sitharama Raju,5597,Hukumpeta,16304,16304,31706,15926,14017
2019-2020,28,Andhra Pradesh,745,Alluri Sitharama Raju,5592,Dumbriguda,14247,14247,28395,14096,12570
2019-2020,28,Andhra Pradesh,745,Alluri Sitharama Raju,5585,Araku Valley,15844,15844,29366,14917,13114
2019-2020,28,Andhra Pradesh,745,Alluri Sitharama Raju,5584,Ananthagiri,12986,12986,26118,12880,10828
2019-2020,28,Andhra Pradesh,744,Anakapalli,5591,Devarapalle,12407,12407,17253,9586,8105
2019-2020,28,Andhra Pradesh,744,Anakapalli,5588,Cheedikada,11404,11404,16601,8819,8820
2019-2020,28,Andhra Pradesh,744,Anakapalli,5602,Madugula,15215,15215,24535,13315,10634
2019-2020,28,Andhra Pradesh,745,Alluri Sitharama Raju,5609,Paderu,13860,13860,24972,12892,11636
2019-2020,28,Andhra Pradesh,745,Alluri Sitharama Raju,5593,Gangaraju Madugula,14470,14470,29301,14406,12110
2019-2020,28,Andhra Pradesh,745,Alluri Sitharama Raju,5589,Chintapalle,15715,15715,32998,16619,13178
